Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
133, ,0.01,1.0234114021054528e-07,2.12514722182e+19,5.24345943144e-48,1.06257361091e+19,6.27891014286e+14, , , , 
134, ,0.01,1.0969857978923841e-07,2.44169002605e+19,5.24345943144e-48,1.22084501303e+19,7.34860475593e+14, , , , 
135, ,0.01,1.1758495540521555e-07,2.80538219758e+19,5.24345943144e-48,1.40269109879e+19,8.44769054227e+14, , , , 
136, ,0.01,1.2603829296797277e-07,3.22324668182e+19,5.24345943144e-48,1.61162334091e+19,9.51313435097e+14, , , , 
137, ,0.01,1.350993521198025e-07,3.70335249892e+19,5.24345943144e-48,1.85167624946e+19,1.04623454622e+15, , , , 
138, ,0.01,1.4481182276745328e-07,4.25497055769e+19,5.24345943144e-48,2.12748527884e+19,1.1197550427e+15, , , , 
139, ,0.01,1.552225357427048e-07,4.88875267802e+19,5.24345943144e-48,2.44437633901e+19,1.16157221335e+15, , , , 
140, ,0.01,1.6638168860761273e-07,5.61693727908e+19,5.24345943144e-48,2.80846863954e+19,1.16245791011e+15, , , , 
141, ,0.01,1.7834308769319093e-07,6.45358570479e+19,5.24345943144e-48,3.22679285239e+19,1.11633264787e+15, , , , 
142, ,0.01,1.9116440753857e-07,7.41485375031e+19,5.24345943144e-48,3.70742687516e+19,1.02241445083e+15, , , , 
143, ,0.01,2.049074689815846e-07,8.51930363266e+19,5.24345943144e-48,4.25965181633e+19,8.86770898758e+14, , , , 
144, ,0.01,2.1963853724165468e-07,9.78826242965e+19,5.24345943144e-48,4.89413121482e+19,7.22477719688e+14, , , , 
145, ,0.01,2.3542864143224158e-07,1.12462339086e+20,5.24345943144e-48,5.62311695432e+19,5.47795987016e+14, , , , 
146, ,0.01,2.523539170434766e-07,1.29213716977e+20,5.24345943144e-48,6.46068584883e+19,3.82423479601e+14, , , , 
147, ,0.01,2.7049597304631316e-07,1.48460229358e+20,5.24345943144e-48,7.42301146791e+19,2.42805706241e+14, , , , 
148, ,0.01,2.899422853882875e-07,1.70573529009e+20,5.24345943144e-48,8.52867645046e+19,1.38236711449e+14, , , , 
149, ,0.01,3.107866187782014e-07,1.95980626761e+20,5.24345943144e-48,9.79903133803e+19,6.94360900476e+13, , , , 
150, ,0.01,3.33129478793467e-07,2.25172137134e+20,5.24345943144e-48,1.12586068567e+20,3.02023790238e+13, , , , 
151, ,0.01,3.5707859649004626e-07,2.58711752174e+20,5.24345943144e-48,1.29355876087e+20,1.11347572842e+13, , , , 
152, ,0.01,3.827494478516307e-07,2.97247126421e+20,5.24345943144e-48,1.48623563211e+20,3.39474340308e+12, , , , 
153, ,0.01,4.1026581058271904e-07,3.41522383204e+20,5.24345943144e-48,1.70761191602e+20,832011434697.0, , , , 
