Energy
394.34800712
4320.1117878
3257.5162405
2028.0239646
4931.7893188
3279.2097362
478.84466984
1310.1562751
1632.2609054
4752.8668194
226.56120142
3388.3110738
4409.7024969
650.63084902
1785.5550724
3154.1115816
4263.0626394
424.20026486
2910.2257194
2402.5113764
1710.3091986
3844.8105004
2073.6469783
2371.2333226
2970.7349106
2208.9434631
1159.4521783
3660.8694481
430.75768861
4891.4748724
573.69206009
4104.0753789
4963.4289198
1443.1976423
679.74350512
2913.6299328
2199.2673727
2663.7631266
2665.2758517
2471.6936491
200.14126957
4803.0830819
4846.7183545
150.0572941
742.81706519
2429.8119834
4880.8583004
1946.5126511
4664.0508257
857.02801924
3626.9681272
851.95302792
629.52488728
4222.83525
3861.9698178
1285.6700449
180.36588308
232.68960221
4881.8916767
4705.052838
4662.0213174
710.30065247
4279.9868558
347.6911743
4512.9667327
2397.160652
2572.7833204
517.08929483
4549.7336997
1339.3406612
2667.5401884
1443.3854507
3147.1083433
4728.7549726
633.37207792
1490.7646061
2812.7532779
4676.1753486
1702.6963005
808.37507306
874.10659348
940.25622863
3221.1366261
4964.5005517
1761.0364676
4788.9519097
485.05555347
2964.9560692
4599.7221156
730.1587124
292.10094654
4378.0182255
3670.428299
778.59742634
687.88750117
4863.0867735
1697.4759971
3943.8624052
1011.9646103
3346.6969874
1417.0655869
3961.4137567
4482.8413441
138.6793123
2864.9133678
646.82072103
4175.0719319
2313.1939793
2253.3782324
3176.4407864
137.74460761
4432.4363736
395.40288529
1771.0420602
4919.7355968
2913.8194577
3894.4877404
416.85576537
1194.1127154
4494.5437788
4781.6862423
569.83547132
3044.9852221
1603.4930643
3771.3819623
4026.9649959
608.87760242
1592.7754394
2051.6969918
2253.7333925
855.16709854
4839.4025171
549.72762653
3220.5273856
2070.0756848
4159.669303
4986.5132276
1964.6093162
1647.5188263
1401.3586299
760.1149746
4319.416977
3509.7245286
1410.7435198
4405.5975622
2494.1013978
1600.8181677
1499.4828722
2836.6419717
1275.4016142
4422.0591001
1465.897314
563.21537088
3047.4251858
1414.7192281
4974.6402152
4287.8092948
1038.1595718
297.7092231
4376.3219103
950.15805507
3555.784381
4885.066216
608.99134789
3661.0784119
4311.8146705
1654.1396225
372.967295
2869.0646998
3888.4950018
2872.6592285
369.78106997
2866.159234
2027.2825242
2507.9043473
2598.6538946
4073.0734071
4282.21541
732.70805686
912.00312601
1593.4544278
682.76980533
2899.7096589
4824.0661079
1725.8761935
2014.1868133
4907.4499548
1352.4870384
2233.4731929
1629.7049548
4649.4106866
1487.4111657
3493.3171712
3499.2741476
2430.9842482
576.42443306
1763.6074776
4498.4746835
1164.1968714
2573.7209675
1898.0096666
1556.61463
4759.2591698
1786.1165336
4277.7273419
1834.086073
774.89583623
3113.2907489
1944.5245141
1555.1250089
3995.5840177
2504.7664593
4963.4905618
3941.8137554
484.20275302
610.49292979
4443.5679212
1292.5981902
2817.3716393
1446.4622493
553.6465103
2879.1990597
4583.1918257
1983.9626043
435.38554693
4134.7276565
1822.5631718
3607.3236247
2588.2379403
3663.4041509
1856.9041677
1891.4537411
1211.4909605
3415.7368488
4210.7744755
1161.9977152
4706.8853083
2953.0292379
