Energy
6155.8909015
4124.2105628
2251.1071957
468.79134
3843.4656151
6382.7286852
141.73877465
2632.0669251
2452.2031183
3995.0616573
643.85822898
5908.8769955
4030.3996093
396.88342426
2378.8076619
6193.9093046
6140.6864936
2150.6838635
352.29491538
4356.3347275
3250.2786947
1101.2938613
3077.0921336
5571.3353104
358.48923975
6177.5121919
5549.8342384
914.16432986
5868.2808697
910.63937152
4461.3096603
1759.7700985
2676.3347067
6449.8347242
3570.4712072
303.35936191
356.05332465
1823.8496612
6448.3249375
4371.7720767
4855.4050934
901.95284132
6486.7541536
755.88791164
1982.0398175
4260.2960391
1372.8528582
5384.8112852
1729.3471736
1758.7414366
6459.7953585
3052.1160313
5119.1786028
1232.9411599
166.58907077
6481.2911666
5114.2708199
3229.2179
2149.9119897
2506.5992903
1973.1212544
2394.6798622
6499.1809034
2133.01798
5365.7988123
1128.3777548
4310.6149282
2195.2085048
1413.456152
911.69948304
4203.9961305
6470.8482345
5548.8004098
1117.8270932
5228.0168171
1105.3556799
2189.0358363
5064.2777594
1477.0608916
4269.6255127
472.1361925
6262.8163164
834.10943143
5430.9380597
668.14463379
1082.4406892
6077.5570111
5171.857666
6366.725094
3931.333603
2466.7541836
235.18711932
2916.1385298
3583.1405069
3898.7463888
2601.9745746
6335.7169785
3664.0603403
2519.9256529
480.29702823
1251.8970868
4392.9172836
5468.5126652
1886.6729644
2304.2861689
6164.7572286
2260.0454193
2270.9111833
5153.8560201
4190.5249734
1344.5872464
2311.0317601
5733.9846139
766.78396378
215.49423386
6283.7371884
5867.9425103
788.68302129
280.0159132
6063.3585552
5262.0607432
5109.9595747
2265.7474147
362.2322674
327.61675447
3600.3332182
6413.5107397
2658.5392876
6405.4095929
5157.7885206
1280.1228711
156.67901541
3829.585136
6037.4165076
494.15252855
2638.8458279
1079.3248859
1681.0237254
4007.3742926
6232.2770961
673.41555401
5821.756903
227.96147727
6276.8660657
5771.3096609
698.45915224
2229.3278734
4300.9033135
895.67933644
5270.440117
6099.121463
734.75908363
6480.7260736
3841.0974569
1547.9959945
1130.180475
1486.827292
2807.0867333
3097.5521584
5608.5338163
929.96455359
5650.250948
5539.5122144
880.27228398
2576.1068804
1080.8085666
3920.7267321
5422.3578209
6484.3778375
72.324997215
1912.1672824
4531.1298829
6472.8410473
2297.9150888
3448.1148893
781.12897459
3653.5950291
2142.4561796
1691.1327024
5512.816089
4573.4437557
2090.9756226
5011.6904032
1323.8902185
3756.5455495
1903.375019
6097.8764684
1242.2029632
6448.9648764
1803.0105192
3111.3500315
1636.6745729
6399.2255055
5702.0174731
159.11358666
739.64343477
4684.8262099
1584.5180414
6399.9907051
330.66504361
437.18250367
318.00916015
6031.6605166
6213.1478196
3445.2890659
6458.2604058
2241.8591136
854.59141469
3981.0234787
543.05618891
5952.9270033
2522.9933291
929.81174567
4829.6736976
5987.0437386
1253.4708182
685.30510574
6387.2270589
1318.7669487
4608.7008866
4305.1201678
1086.1921658
5443.6413952
2165.0462712
2160.8446123
626.16880595
6098.7872799
4114.1993018
