Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,BranchingRatioFile,Resolution,Kappa0
2964, ,0.3811369735340277,4.316533692595901e-08,129076701826.0,1.55467684916e-46,20382276769.6,3.36812681844e-18, , , 
2965, ,0.3811369735340277,5.043159487171358e-08,176190705635.0,1.55467684916e-46,35052950684.2,3.10221760404e-27, , , 
2966, ,0.3811369735340277,5.892102187612295e-08,240501688633.0,1.55467684916e-46,58962121576.3,1.03027204976e-39, , , 
2967, ,0.3811369735340277,6.88395206964551e-08,328286682471.0,1.55467684916e-46,96649893838.9,6.86151899352e-57, , , 
2968, ,0.3811369735340277,8.042765483057629e-08,448113884358.0,1.55467684916e-46,153930547746.0,1.77889925471e-80, , , 
2969, ,0.3811369735340277,9.396648314954711e-08,611678950371.0,1.55467684916e-46,237822184745.0,8.28735922287e-113, , , 
2970, ,0.3811369735340277,1.0978437670592484e-07,834946542356.0,1.55467684916e-46,356556166030.0,4.50832413023e-157, , , 
2971, ,0.3811369735340277,1.2826498305280627e-07,1.13970854836e+12,1.55467684916e-46,520034147307.0,1.28021439261e-217, , , 
2972, ,0.3811369735340277,1.4985653124037573e-07,1.5557110657e+12,1.55467684916e-46,741082891211.0,2.19444628256e-300, , , 
2973, ,0.3811369735340277,1.7508270317357268e-07,2.12355774942e+12,1.55467684916e-46,1.03760040713e+12,0.0, , , 
2974, ,0.3811369735340277,2.045553350050195e-07,2.89867290561e+12,1.55467684916e-46,1.43539085111e+12,0.0, , , 
2975, ,0.3811369735340277,2.3898925662310533e-07,3.95671114477e+12,1.55467684916e-46,1.97143047875e+12,0.0, , , 
2976, ,0.3811369735340277,2.792196291524867e-07,5.40094160087e+12,1.55467684916e-46,2.69757707288e+12,0.0, , , 
2977, ,0.3811369735340277,3.262222009711673e-07,7.37232744788e+12,1.55467684916e-46,3.6851740206e+12,0.0, , , 
2978, ,0.3811369735340277,3.8113697353402724e-07,1.00632845188e+13,1.55467684916e-46,5.0313742124e+12,0.0, , , 
2979, ,0.3811369735340277,4.4529585099426604e-07,1.37364619276e+13,1.55467684916e-46,6.86817567614e+12,0.0, , , 
2980, ,0.3811369735340277,5.202549442372686e-07,1.87503777655e+13,1.55467684916e-46,9.37518058655e+12,0.0, , , 
2981, ,0.3811369735340277,6.078323128297237e-07,2.55944120256e+13,1.55467684916e-46,1.27972051544e+13,0.0, , , 
2982, ,0.3811369735340277,7.101520602780344e-07,3.49365722189e+13,1.55467684916e-46,1.74682860519e+13,0.0, , , 
2983, ,0.3811369735340277,8.296958520834915e-07,4.76886938128e+13,1.55467684916e-46,2.38443469041e+13,0.0, , , 
2984, ,0.3811369735340277,9.693631061142522e-07,6.50954393384e+13,1.55467684916e-46,3.25477196692e+13,0.0, , , 
2985, ,0.3811369735340277,1.1325413151528126e-06,8.88557828675e+13,1.55467684916e-46,4.44278914338e+13,0.0, , , 
2986, ,0.3811369735340277,1.323188207223646e-06,1.21288837271e+14,1.55467684916e-46,6.06444186355e+13,0.0, , , 
2987, ,0.3811369735340277,1.5459277364194788e-06,1.65560209722e+14,1.55467684916e-46,8.27801048608e+13,0.0, , , 
2988, ,0.3811369735340277,1.8061622323899017e-06,2.25990978723e+14,1.55467684916e-46,1.12995489362e+14,0.0, , , 
2989, ,0.3811369735340277,2.110203428568597e-06,3.08479450167e+14,1.55467684916e-46,1.54239725083e+14,0.0, , , 
2990, ,0.3811369735340277,2.4654255471007907e-06,4.21076857636e+14,1.55467684916e-46,2.10538428818e+14,0.0, , , 
2991, ,0.3811369735340277,2.8804441533962983e-06,5.74773197829e+14,1.55467684916e-46,2.87386598915e+14,0.0, , , 
2992, ,0.3811369735340277,3.365325118250557e-06,7.84569902031e+14,1.55467684916e-46,3.92284951015e+14,0.0, , , 
2993, ,0.3811369735340277,3.93182875570577e-06,1.07094404105e+15,1.55467684916e-46,5.35472020526e+14,0.0, , , 
2994, ,0.3811369735340277,4.593695057977397e-06,1.46184697641e+15,1.55467684916e-46,7.30923488206e+14,0.0, , , 
2995, ,0.3811369735340277,5.366976945540477e-06,1.99543253478e+15,1.55467684916e-46,9.97716267388e+14,0.0, , , 
2996, ,0.3811369735340277,6.270429615030992e-06,2.72378098741e+15,1.55467684916e-46,1.3618904937e+15,0.0, , , 
2997, ,0.3811369735340277,7.3259654282152296e-06,3.71798231113e+15,1.55467684916e-46,1.85899115557e+15,0.0, , , 
2998, ,0.3811369735340277,8.55918537491462e-06,5.07507487929e+15,1.55467684916e-46,2.53753743965e+15,0.0, , , 
2999, ,0.3811369735340277,1e-05,6.92751682904e+15,1.55467684916e-46,3.46375841452e+15,0.0, , , 
3000, ,0.41842885079015824,1e-10,476886.944448,1.94693250887e-46,0.445850714903,2.86005170678e-08, , , 
3001, ,0.41842885079015824,1.168335485443295e-10,650954.402011,1.94693250887e-46,0.83072932223,7.27305859658e-08, , , 
3002, ,0.41842885079015824,1.3650078065460138e-10,888557.84045,1.94693250887e-46,1.54785238451,1.84942865407e-07, , , 
3003, ,0.41842885079015824,1.5947870582948242e-10,1212888.38878,1.94693250887e-46,2.88402780183,4.70248138954e-07, , , 
3004, ,0.41842885079015824,1.86324631193156e-10,1655602.11916,1.94693250887e-46,5.37364794671,1.19556800311e-06, , , 
3005, ,0.41842885079015824,2.176896784350988e-10,2259909.81718,1.94693250887e-46,10.0124139024,3.0392311702e-06, , , 
3006, ,0.41842885079015824,2.543345761304649e-10,3084794.54255,1.94693250887e-46,18.6555530521,7.72457085212e-06, , , 
3007, ,0.41842885079015824,2.9714811046840127e-10,4210768.63216,1.94693250887e-46,34.7597881154,1.96280606202e-05, , , 
3008, ,0.41842885079015824,3.4716868189265595e-10,5747732.05446,1.94693250887e-46,64.7657868115,4.98578503599e-05, , , 
3009, ,0.41842885079015824,4.056094904897649e-10,7845699.12428,1.94693250887e-46,120.673951648,0.000126587035651, , , 
3010, ,0.41842885079015824,4.738879609717651e-10,10709440.5525,1.94693250887e-46,224.843612267,0.000321196832967, , , 
3011, ,0.41842885079015824,5.536601209276803e-10,14618469.9578,1.94693250887e-46,418.934750711,0.000814291191753, , , 
3012, ,0.41842885079015824,6.468607661546321e-10,19954325.6122,1.94693250887e-46,780.567742362,0.00206195095909, , , 
3013, ,0.41842885079015824,7.557503872394938e-10,27237810.235,1.94693250887e-46,1454.36227895,0.00521291839278, , , 
3014, ,0.41842885079015824,8.829699955494082e-10,37179823.604,1.94693250887e-46,2709.76473443,0.013150233799, , , 
3015, ,0.41842885079015824,1.0316051783820818e-09,50750749.4655,1.94693250887e-46,5048.78005959,0.0330741888599, , , 
3016, ,0.41842885079015824,1.2052609368708416e-09,69275169.2085,1.94693250887e-46,9406.66537547,0.0828466134103, , , 
3017, ,0.41842885079015824,1.4081491217648349e-09,94561146.7693,1.94693250887e-46,17525.7763135,0.206368792691, , , 
3018, ,0.41842885079015824,1.6451905877536607e-09,129076703.536,1.94693250887e-46,32651.8926285,0.510170128911, , , 
3019, ,0.41842885079015824,1.9221345439899134e-09,176190707.97,1.94693250887e-46,60831.0285746,1.24819914425, , , 
3020, ,0.41842885079015824,2.2456979955397722e-09,240501691.82,1.94693250887e-46,113324.144842,3.01097582908, , , 
3021, ,0.41842885079015824,2.623728657777993e-09,328286686.822,1.94693250887e-46,211102.373775,7.12429765675, , , 
3022, ,0.41842885079015824,3.065395295056524e-09,448113890.297,1.94693250887e-46,393212.6244,16.4182304963, , , 
3023, ,0.41842885079015824,3.581410100125456e-09,611678958.477,1.94693250887e-46,732339.096042,36.498973306, , , 
3024, ,0.41842885079015824,4.184288507901576e-09,834946553.421,1.94693250887e-46,1363733.05039,77.2502560493, , , 
3025, ,0.41842885079015824,4.8886527451139865e-09,1139708563.47,1.94693250887e-46,2538950.80773,152.896243309, , , 
3026, ,0.41842885079015824,5.711586478126423e-09,1555711086.32,1.94693250887e-46,4725561.96144,276.147777998, , , 
3027, ,0.41842885079015824,6.6730491605731925e-09,2123557777.56,1.94693250887e-46,8791870.07288,440.174180691, , , 
3028, ,0.41842885079015824,7.79636013040522e-09,2898672944.02,1.94693250887e-46,16348414.0087,591.616655161, , , 
3029, ,0.41842885079015824,9.108764197647733e-09,3956711197.21,1.94693250887e-46,30377517.2281,630.020753362, , , 
3030, ,0.41842885079015824,1.0642092440647247e-08,5400941672.44,1.94693250887e-46,56389331.5327,488.277686867, , , 
3031, ,0.41842885079015824,1.2433534237775991e-08,7372327545.58,1.94693250887e-46,104533412.028,245.24923183, , , 
3032, ,0.41842885079015824,1.4526539259467813e-08,10063284652.1,1.94693250887e-46,193427662.851,68.1437541751, , , 
3033, ,0.41842885079015824,1.697187129752137e-08,13736462109.7,1.94693250887e-46,357032702.986,8.43880913493, , , 
3034, ,0.41842885079015824,1.9828839491270715e-08,18750378014.0,1.94693250887e-46,656827085.843,0.346807408478, , , 
3035, ,0.41842885079015824,2.3166736812810894e-08,25594412364.8,1.94693250887e-46,1202972694.99,0.00316247715049, , , 
3036, ,0.41842885079015824,2.706652070033241e-08,34936572681.9,1.94693250887e-46,2190179265.85,3.6939950741e-06, , , 
3037, ,0.41842885079015824,3.162277660168379e-08,47688694444.8,1.94693250887e-46,3956371981.49,2.61127730121e-10, , , 
3038, ,0.41842885079015824,3.6946012051993016e-08,65095440201.1,1.94693250887e-46,7074085068.89,4.01497230416e-16, , , 
3039, ,0.41842885079015824,4.316533692595901e-08,88855784045.0,1.94693250887e-46,12483410925.4,3.32281421772e-24, , , 
3040, ,0.41842885079015824,5.043159487171358e-08,121288838878.0,1.94693250887e-46,21667315918.0,2.201517314e-35, , , 
3041, ,0.41842885079015824,5.892102187612295e-08,165560211916.0,1.94693250887e-46,36851207813.0,8.67033621327e-51, , , 
3042, ,0.41842885079015824,6.88395206964551e-08,225990981718.0,1.94693250887e-46,61181091714.6,5.84152785308e-72, , , 
3043, ,0.41842885079015824,8.042765483057629e-08,308479454255.0,1.94693250887e-46,98817518531.6,5.3163995023e-101, , , 
3044, ,0.41842885079015824,9.396648314954711e-08,421076863216.0,1.94693250887e-46,154914812219.0,8.83633940873e-141, , , 
3045, ,0.41842885079015824,1.0978437670592484e-07,574773205446.0,1.94693250887e-46,235568028013.0,3.26087805663e-195, , , 
3046, ,0.41842885079015824,1.2826498305280627e-07,784569912428.0,1.94693250887e-46,347966764782.0,1.21227905779e-269, , , 
3047, ,0.41842885079015824,1.4985653124037573e-07,1.07094405525e+12,1.94693250887e-46,501067939277.0,0.0, , , 
3048, ,0.41842885079015824,1.7508270317357268e-07,1.46184699578e+12,1.94693250887e-46,706977957489.0,0.0, , , 
3049, ,0.41842885079015824,2.045553350050195e-07,1.99543256122e+12,1.94693250887e-46,982983527575.0,0.0, , , 
3050, ,0.41842885079015824,2.3898925662310533e-07,2.7237810235e+12,1.94693250887e-46,1.35401273467e+12,0.0, , , 
3051, ,0.41842885079015824,2.792196291524867e-07,3.7179823604e+12,1.94693250887e-46,1.85540566514e+12,0.0, , , 
3052, ,0.41842885079015824,3.262222009711673e-07,5.07507494655e+12,1.94693250887e-46,2.53618313329e+12,0.0, , , 
3053, ,0.41842885079015824,3.8113697353402724e-07,6.92751692085e+12,1.94693250887e-46,3.46334663286e+12,0.0, , , 
3054, ,0.41842885079015824,4.4529585099426604e-07,9.45611467693e+12,1.94693250887e-46,4.72796009965e+12,0.0, , , 
3055, ,0.41842885079015824,5.202549442372686e-07,1.29076703536e+13,1.94693250887e-46,6.45381808967e+12,0.0, , , 
3056, ,0.41842885079015824,6.078323128297237e-07,1.7619070797e+13,1.94693250887e-46,8.8095332722e+12,0.0, , , 
3057, ,0.41842885079015824,7.101520602780344e-07,2.4050169182e+13,1.94693250887e-46,1.20250844142e+13,0.0, , , 
3058, ,0.41842885079015824,8.296958520834915e-07,3.28286686822e+13,1.94693250887e-46,1.64143343319e+13,0.0, , , 
3059, ,0.41842885079015824,9.693631061142522e-07,4.48113890297e+13,1.94693250887e-46,2.24056945146e+13,0.0, , , 
3060, ,0.41842885079015824,1.1325413151528126e-06,6.11678958477e+13,1.94693250887e-46,3.05839479238e+13,0.0, , , 
3061, ,0.41842885079015824,1.323188207223646e-06,8.34946553421e+13,1.94693250887e-46,4.1747327671e+13,0.0, , , 
3062, ,0.41842885079015824,1.5459277364194788e-06,1.13970856347e+14,1.94693250887e-46,5.69854281734e+13,0.0, , , 
3063, ,0.41842885079015824,1.8061622323899017e-06,1.55571108632e+14,1.94693250887e-46,7.77855543161e+13,0.0, , , 
3064, ,0.41842885079015824,2.110203428568597e-06,2.12355777756e+14,1.94693250887e-46,1.06177888878e+14,0.0, , , 
3065, ,0.41842885079015824,2.4654255471007907e-06,2.89867294402e+14,1.94693250887e-46,1.44933647201e+14,0.0, , , 
3066, ,0.41842885079015824,2.8804441533962983e-06,3.95671119721e+14,1.94693250887e-46,1.9783555986e+14,0.0, , , 
3067, ,0.41842885079015824,3.365325118250557e-06,5.40094167244e+14,1.94693250887e-46,2.70047083622e+14,0.0, , , 
3068, ,0.41842885079015824,3.93182875570577e-06,7.37232754558e+14,1.94693250887e-46,3.68616377279e+14,0.0, , , 
3069, ,0.41842885079015824,4.593695057977397e-06,1.00632846521e+15,1.94693250887e-46,5.03164232606e+14,0.0, , , 
3070, ,0.41842885079015824,5.366976945540477e-06,1.37364621097e+15,1.94693250887e-46,6.86823105483e+14,0.0, , , 
3071, ,0.41842885079015824,6.270429615030992e-06,1.8750378014e+15,1.94693250887e-46,9.375189007e+14,0.0, , , 
3072, ,0.41842885079015824,7.3259654282152296e-06,2.55944123648e+15,1.94693250887e-46,1.27972061824e+15,0.0, , , 
3073, ,0.41842885079015824,8.55918537491462e-06,3.49365726819e+15,1.94693250887e-46,1.7468286341e+15,0.0, , , 
3074, ,0.41842885079015824,1e-05,4.76886944448e+15,1.94693250887e-46,2.38443472224e+15,0.0, , , 
3075, ,0.4593695057977398,1e-10,328286.692065,2.50220117673e-45,2.71539013451,2.22979116255e-07, , , 
3076, ,0.4593695057977398,1.168335485443295e-10,448113.897454,2.50220117673e-45,5.05942028681,5.67007054533e-07, , , 
3077, ,0.4593695057977398,1.3650078065460138e-10,611678.968247,2.50220117673e-45,9.42689439057,1.44172729674e-06, , , 
