Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,BranchingRatioFile,Resolution,Kappa0
577, ,0.01922134543989911,3.262222009711673e-07,1.13970847497e+18,8.0517356593e-45,5.69854237485e+17,6.61964407501e+12, , , 
578, ,0.01922134543989911,3.8113697353402724e-07,1.55571096552e+18,8.0517356593e-45,7.7785548276e+17,2.81725340401e+12, , , 
579, ,0.01922134543989911,4.4529585099426604e-07,2.12355761266e+18,8.0517356593e-45,1.06177880633e+18,699431759149.0, , , 
580, ,0.01922134543989911,5.202549442372686e-07,2.89867271894e+18,8.0517356593e-45,1.44933635947e+18,83206049324.2, , , 
581, ,0.01922134543989911,6.078323128297237e-07,3.95671088997e+18,8.0517356593e-45,1.97835544498e+18,3626026517.0, , , 
582, ,0.01922134543989911,7.101520602780344e-07,5.40094125305e+18,8.0517356593e-45,2.70047062653e+18,40121896.5303, , , 
583, ,0.01922134543989911,8.296958520834915e-07,7.37232697312e+18,8.0517356593e-45,3.68616348656e+18,68345.1751984, , , 
584, ,0.01922134543989911,9.693631061142522e-07,1.00632838707e+19,8.0517356593e-45,5.03164193536e+18,9.05307457952, , , 
585, ,0.01922134543989911,1.1325413151528126e-06,1.3736461043e+19,8.0517356593e-45,6.86823052151e+18,3.67084145314e-05, , , 
586, ,0.01922134543989911,1.323188207223646e-06,1.8750376558e+19,8.0517356593e-45,9.37518827901e+18,1.27629598135e-12, , , 
587, ,0.01922134543989911,1.5459277364194788e-06,2.55944103774e+19,8.0517356593e-45,1.27972051887e+19,6.69825080968e-23, , , 
588, ,0.01922134543989911,1.8061622323899017e-06,3.49365699691e+19,8.0517356593e-45,1.74682849845e+19,4.95501312818e-37, , , 
589, ,0.01922134543989911,2.110203428568597e-06,4.76886907417e+19,8.0517356593e-45,2.38443453709e+19,2.03041119197e-56, , , 
590, ,0.01922134543989911,2.4654255471007907e-06,6.50954351464e+19,8.0517356593e-45,3.25477175732e+19,5.55776935751e-83, , , 
591, ,0.01922134543989911,2.8804441533962983e-06,8.88557771454e+19,8.0517356593e-45,4.44278885727e+19,2.44334256648e-119, , , 
592, ,0.01922134543989911,3.365325118250557e-06,1.2128882946e+20,8.0517356593e-45,6.06444147301e+19,4.59058859429e-169, , , 
593, ,0.01922134543989911,3.93182875570577e-06,1.6556019906e+20,8.0517356593e-45,8.27800995299e+19,4.8606925124e-237, , , 
594, ,0.01922134543989911,4.593695057977397e-06,2.2599096417e+20,8.0517356593e-45,1.12995482085e+20,0.0, , , 
595, ,0.01922134543989911,5.366976945540477e-06,3.08479430301e+20,8.0517356593e-45,1.5423971515e+20,0.0, , , 
596, ,0.01922134543989911,6.270429615030992e-06,4.2107683052e+20,8.0517356593e-45,2.1053841526e+20,0.0, , , 
597, ,0.01922134543989911,7.3259654282152296e-06,5.74773160815e+20,8.0517356593e-45,2.87386580408e+20,0.0, , , 
598, ,0.01922134543989911,8.55918537491462e-06,7.84569851506e+20,8.0517356593e-45,3.92284925753e+20,0.0, , , 
599, ,0.01922134543989911,1e-05,1.07094397209e+21,8.0517356593e-45,5.35471986043e+20,0.0, , , 
600, ,0.02110203428568596,1e-10,73723269733.6,3.51775915193e-45,35366595312.9,2.65833104647, , , 
601, ,0.02110203428568596,1.168335485443295e-10,100632838711.0,3.51775915193e-45,49360492794.8,5.06443017649, , , 
602, ,0.02110203428568596,1.3650078065460138e-10,137364610435.0,3.51775915193e-45,68148209296.7,9.54422236755, , , 
603, ,0.02110203428568596,1.5947870582948242e-10,187503765587.0,3.51775915193e-45,93496180516.1,17.8737222227, , , 
604, ,0.02110203428568596,1.86324631193156e-10,255944103782.0,3.51775915193e-45,127869631367.0,33.3674793402, , , 
605, ,0.02110203428568596,2.176896784350988e-10,349365699702.0,3.51775915193e-45,174649503641.0,62.2097241404, , , 
606, ,0.02110203428568596,2.543345761304649e-10,476886907433.0,3.51775915193e-45,238434926638.0,115.92990985, , , 
607, ,0.02110203428568596,2.9714811046840127e-10,650954351486.0,3.51775915193e-45,325475531079.0,216.012350932, , , 
608, ,0.02110203428568596,3.4716868189265595e-10,888557771483.0,3.51775915193e-45,444278657557.0,402.485519103, , , 
609, ,0.02110203428568596,4.056094904897649e-10,1.21288829464e+12,3.51775915193e-45,606444125776.0,749.928495018, , , 
610, ,0.02110203428568596,4.738879609717651e-10,1.65560199065e+12,3.51775915193e-45,827800994030.0,1397.2976584, , , 
611, ,0.02110203428568596,5.536601209276803e-10,2.25990964178e+12,3.51775915193e-45,1.12995482084e+12,2603.49992258, , , 
612, ,0.02110203428568596,6.468607661546321e-10,3.08479430311e+12,3.51775915193e-45,1.54239715156e+12,4850.93684413, , , 
613, ,0.02110203428568596,7.557503872394938e-10,4.21076830534e+12,3.51775915193e-45,2.10538415267e+12,9038.4268488, , , 
614, ,0.02110203428568596,8.829699955494082e-10,5.74773160834e+12,3.51775915193e-45,2.87386580417e+12,16840.6542179, , , 
615, ,0.02110203428568596,1.0316051783820818e-09,7.84569851532e+12,3.51775915193e-45,3.92284925766e+12,31377.8784483, , , 
616, ,0.02110203428568596,1.2052609368708416e-09,1.07094397212e+13,3.51775915193e-45,5.35471986061e+12,58463.6756955, , , 
617, ,0.02110203428568596,1.4081491217648349e-09,1.46184688232e+13,3.51775915193e-45,7.3092344116e+12,108929.58105, , , 
618, ,0.02110203428568596,1.6451905877536607e-09,1.99543240634e+13,3.51775915193e-45,9.97716203171e+12,202955.910216, , , 
619, ,0.02110203428568596,1.9221345439899134e-09,2.72378081209e+13,3.51775915193e-45,1.36189040605e+13,378139.735432, , , 
620, ,0.02110203428568596,2.2456979955397722e-09,3.71798207182e+13,3.51775915193e-45,1.85899103591e+13,704523.94008, , , 
621, ,0.02110203428568596,2.623728657777993e-09,5.07507455264e+13,3.51775915193e-45,2.53753727632e+13,1312590.925, , , 
622, ,0.02110203428568596,3.065395295056524e-09,6.92751638316e+13,3.51775915193e-45,3.46375819158e+13,2445398.66709, , , 
623, ,0.02110203428568596,3.581410100125456e-09,9.45611394298e+13,3.51775915193e-45,4.72805697149e+13,4555664.11321, , , 
624, ,0.02110203428568596,4.184288507901576e-09,1.29076693518e+14,3.51775915193e-45,6.45383467588e+13,8486503.81356, , , 
625, ,0.02110203428568596,4.8886527451139865e-09,1.76190694295e+14,3.51775915193e-45,8.80953471473e+13,15807817.8377, , , 
626, ,0.02110203428568596,5.711586478126423e-09,2.40501673153e+14,3.51775915193e-45,1.20250836576e+14,29442088.9906, , , 
627, ,0.02110203428568596,6.6730491605731925e-09,3.28286661341e+14,3.51775915193e-45,1.64143330671e+14,54827944.4752, , , 
628, ,0.02110203428568596,7.79636013040522e-09,4.48113855516e+14,3.51775915193e-45,2.24056927758e+14,102081919.411, , , 
629, ,0.02110203428568596,9.108764197647733e-09,6.11678911e+14,3.51775915193e-45,3.058394555e+14,190010519.024, , , 
630, ,0.02110203428568596,1.0642092440647247e-08,8.34946488615e+14,3.51775915193e-45,4.17473244308e+14,353545510.849, , , 
631, ,0.02110203428568596,1.2433534237775991e-08,1.13970847501e+15,3.51775915193e-45,5.69854237504e+14,657495918.176, , , 
632, ,0.02110203428568596,1.4526539259467813e-08,1.55571096557e+15,3.51775915193e-45,7.77855482786e+14,1221913780.46, , , 
633, ,0.02110203428568596,1.697187129752137e-08,2.12355761274e+15,3.51775915193e-45,1.06177880637e+15,2268706132.95, , , 
634, ,0.02110203428568596,1.9828839491270715e-08,2.89867271903e+15,3.51775915193e-45,1.44933635952e+15,4206845096.64, , , 
635, ,0.02110203428568596,2.3166736812810894e-08,3.9567108901e+15,3.51775915193e-45,1.97835544505e+15,7787018425.61, , , 
636, ,0.02110203428568596,2.706652070033241e-08,5.40094125324e+15,3.51775915193e-45,2.70047062662e+15,14379492929.4, , , 
637, ,0.02110203428568596,3.162277660168379e-08,7.37232697336e+15,3.51775915193e-45,3.68616348668e+15,26466296684.4, , , 
638, ,0.02110203428568596,3.6946012051993016e-08,1.00632838711e+16,3.51775915193e-45,5.03164193553e+15,48495416902.9, , , 
639, ,0.02110203428568596,4.316533692595901e-08,1.37364610435e+16,3.51775915193e-45,6.86823052174e+15,88319633359.9, , , 
640, ,0.02110203428568596,5.043159487171358e-08,1.87503765587e+16,3.51775915193e-45,9.37518827933e+15,159512689011.0, , , 
641, ,0.02110203428568596,5.892102187612295e-08,2.55944103782e+16,3.51775915193e-45,1.27972051891e+16,284835307909.0, , , 
642, ,0.02110203428568596,6.88395206964551e-08,3.49365699702e+16,3.51775915193e-45,1.74682849851e+16,500783603706.0, , , 
643, ,0.02110203428568596,8.042765483057629e-08,4.76886907433e+16,3.51775915193e-45,2.38443453717e+16,861991682258.0, , , 
644, ,0.02110203428568596,9.396648314954711e-08,6.50954351486e+16,3.51775915193e-45,3.25477175743e+16,1.44142970388e+12, , , 
645, ,0.02110203428568596,1.0978437670592484e-07,8.88557771483e+16,3.51775915193e-45,4.44278885742e+16,2.31705230425e+12, , , 
646, ,0.02110203428568596,1.2826498305280627e-07,1.21288829464e+17,3.51775915193e-45,6.06444147321e+16,3.52915736049e+12, , , 
647, ,0.02110203428568596,1.4985653124037573e-07,1.65560199065e+17,3.51775915193e-45,8.27800995327e+16,4.99407684025e+12, , , 
648, ,0.02110203428568596,1.7508270317357268e-07,2.25990964178e+17,3.51775915193e-45,1.12995482089e+17,6.39184253691e+12, , , 
649, ,0.02110203428568596,2.045553350050195e-07,3.08479430311e+17,3.51775915193e-45,1.54239715156e+17,7.13287071681e+12, , , 
650, ,0.02110203428568596,2.3898925662310533e-07,4.21076830534e+17,3.51775915193e-45,2.10538415267e+17,6.60146348102e+12, , , 
651, ,0.02110203428568596,2.792196291524867e-07,5.74773160834e+17,3.51775915193e-45,2.87386580417e+17,4.73251796081e+12, , , 
652, ,0.02110203428568596,3.262222009711673e-07,7.84569851532e+17,3.51775915193e-45,3.92284925766e+17,2.39404565107e+12, , , 
653, ,0.02110203428568596,3.8113697353402724e-07,1.07094397212e+18,3.51775915193e-45,5.35471986061e+17,752478636773.0, , , 
654, ,0.02110203428568596,4.4529585099426604e-07,1.46184688232e+18,3.51775915193e-45,7.3092344116e+17,123520283866.0, , , 
655, ,0.02110203428568596,5.202549442372686e-07,1.99543240634e+18,3.51775915193e-45,9.97716203171e+17,8353906481.17, , , 
656, ,0.02110203428568596,6.078323128297237e-07,2.72378081209e+18,3.51775915193e-45,1.36189040605e+18,168417142.789, , , 
657, ,0.02110203428568596,7.101520602780344e-07,3.71798207182e+18,3.51775915193e-45,1.85899103591e+18,650669.280886, , , 
658, ,0.02110203428568596,8.296958520834915e-07,5.07507455264e+18,3.51775915193e-45,2.53753727632e+18,263.578679541, , , 
659, ,0.02110203428568596,9.693631061142522e-07,6.92751638316e+18,3.51775915193e-45,3.46375819158e+18,0.0049151733893, , , 
660, ,0.02110203428568596,1.1325413151528126e-06,9.45611394298e+18,3.51775915193e-45,4.72805697149e+18,1.3717005906e-09, , , 
661, ,0.02110203428568596,1.323188207223646e-06,1.29076693518e+19,3.51775915193e-45,6.45383467588e+18,1.23585118294e-18, , , 
662, ,0.02110203428568596,1.5459277364194788e-06,1.76190694295e+19,3.51775915193e-45,8.80953471473e+18,4.43016856823e-31, , , 
663, ,0.02110203428568596,1.8061622323899017e-06,2.40501673153e+19,3.51775915193e-45,1.20250836576e+19,3.62663000119e-48, , , 
664, ,0.02110203428568596,2.110203428568597e-06,3.28286661341e+19,3.51775915193e-45,1.64143330671e+19,1.37113257677e-71, , , 
665, ,0.02110203428568596,2.4654255471007907e-06,4.48113855516e+19,3.51775915193e-45,2.24056927758e+19,1.1658459909e-103, , , 
666, ,0.02110203428568596,2.8804441533962983e-06,6.11678911e+19,3.51775915193e-45,3.058394555e+19,1.5545294946e-147, , , 
667, ,0.02110203428568596,3.365325118250557e-06,8.34946488615e+19,3.51775915193e-45,4.17473244308e+19,1.59656409968e-207, , , 
668, ,0.02110203428568596,3.93182875570577e-06,1.13970847501e+20,3.51775915193e-45,5.69854237504e+19,1.65923862854e-289, , , 
669, ,0.02110203428568596,4.593695057977397e-06,1.55571096557e+20,3.51775915193e-45,7.77855482786e+19,0.0, , , 
670, ,0.02110203428568596,5.366976945540477e-06,2.12355761274e+20,3.51775915193e-45,1.06177880637e+20,0.0, , , 
671, ,0.02110203428568596,6.270429615030992e-06,2.89867271903e+20,3.51775915193e-45,1.44933635952e+20,0.0, , , 
672, ,0.02110203428568596,7.3259654282152296e-06,3.9567108901e+20,3.51775915193e-45,1.97835544505e+20,0.0, , , 
673, ,0.02110203428568596,8.55918537491462e-06,5.40094125324e+20,3.51775915193e-45,2.70047062662e+20,0.0, , , 
674, ,0.02110203428568596,1e-05,7.37232697336e+20,3.51775915193e-45,3.68616348668e+20,0.0, , , 
675, ,0.0231667368128109,1e-10,50750745528.5,2.61600533021e-45,21796037108.9,1.9745774426, , , 
676, ,0.0231667368128109,1.168335485443295e-10,69275163834.4,2.61600533021e-45,31730755784.1,3.9238508952, , , 
677, ,0.0231667368128109,1.3650078065460138e-10,94561139433.7,2.61600533021e-45,45151921692.1,7.6215493952, , , 
678, ,0.0231667368128109,1.5947870582948242e-10,129076693523.0,2.61600533021e-45,63151180893.0,14.5506915237, , , 
679, ,0.0231667368128109,1.86324631193156e-10,176190694302.0,2.61600533021e-45,87303351515.0,27.4579355409, , , 
680, ,0.0231667368128109,2.176896784350988e-10,240501673163.0,2.61600533021e-45,119862111595.0,51.4580962877, , , 
681, ,0.0231667368128109,2.543345761304649e-10,328286661355.0,2.61600533021e-45,163983076932.0,96.0960267425, , , 
682, ,0.0231667368128109,2.9714811046840127e-10,448113855534.0,2.61600533021e-45,224002972845.0,179.182194201, , , 
683, ,0.0231667368128109,3.4716868189265595e-10,611678911025.0,2.61600533021e-45,305825108015.0,333.924688953, , , 
684, ,0.0231667368128109,4.056094904897649e-10,834946488649.0,2.61600533021e-45,417470347669.0,622.207290774, , , 
685, ,0.0231667368128109,4.738879609717651e-10,1.13970847505e+12,2.61600533021e-45,569853813603.0,1159.32872798, , , 
686, ,0.0231667368128109,5.536601209276803e-10,1.55571096564e+12,2.61600533021e-45,777855440215.0,2160.10668595, , , 
687, ,0.0231667368128109,6.468607661546321e-10,2.12355761282e+12,2.61600533021e-45,1.06177880365e+12,4024.78621922, , , 
688, ,0.0231667368128109,7.557503872394938e-10,2.89867271915e+12,2.61600533021e-45,1.44933635947e+12,7499.10494256, , , 
689, ,0.0231667368128109,8.829699955494082e-10,3.95671089026e+12,2.61600533021e-45,1.97835544513e+12,13972.5189129, , , 
690, ,0.0231667368128109,1.0316051783820818e-09,5.40094125346e+12,2.61600533021e-45,2.70047062673e+12,26033.8347188, , , 
691, ,0.0231667368128109,1.2052609368708416e-09,7.37232697366e+12,2.61600533021e-45,3.68616348683e+12,48506.4061476, , , 
692, ,0.0231667368128109,1.4081491217648349e-09,1.00632838715e+13,2.61600533021e-45,5.03164193573e+12,90376.737068, , , 
693, ,0.0231667368128109,1.6451905877536607e-09,1.3736461044e+13,2.61600533021e-45,6.86823052202e+12,168387.391644, , , 
694, ,0.0231667368128109,1.9221345439899134e-09,1.87503765594e+13,2.61600533021e-45,9.37518827971e+12,313730.070234, , , 
695, ,0.0231667368128109,2.2456979955397722e-09,2.55944103793e+13,2.61600533021e-45,1.27972051896e+13,584512.867642, , , 
696, ,0.0231667368128109,2.623728657777993e-09,3.49365699717e+13,2.61600533021e-45,1.74682849858e+13,1088980.74524, , , 
697, ,0.0231667368128109,3.065395295056524e-09,4.76886907453e+13,2.61600533021e-45,2.38443453726e+13,2028757.84586, , , 
698, ,0.0231667368128109,3.581410100125456e-09,6.50954351512e+13,2.61600533021e-45,3.25477175756e+13,3779359.71007, , , 
699, ,0.0231667368128109,4.184288507901576e-09,8.8855777152e+13,2.61600533021e-45,4.4427888576e+13,7040057.76187, , , 
700, ,0.0231667368128109,4.8886527451139865e-09,1.21288829469e+14,2.61600533021e-45,6.06444147346e+13,13112733.4712, , , 
701, ,0.0231667368128109,5.711586478126423e-09,1.65560199072e+14,2.61600533021e-45,8.27800995361e+13,24420486.1284, , , 
702, ,0.0231667368128109,6.6730491605731925e-09,2.25990964187e+14,2.61600533021e-45,1.12995482093e+14,45471472.2936, , , 
703, ,0.0231667368128109,7.79636013040522e-09,3.08479430324e+14,2.61600533021e-45,1.54239715162e+14,84648544.7742, , , 
704, ,0.0231667368128109,9.108764197647733e-09,4.21076830551e+14,2.61600533021e-45,2.10538415276e+14,157527978.6, , , 
705, ,0.0231667368128109,1.0642092440647247e-08,5.74773160858e+14,2.61600533021e-45,2.87386580429e+14,293022989.914, , , 
706, ,0.0231667368128109,1.2433534237775991e-08,7.84569851564e+14,2.61600533021e-45,3.92284925782e+14,544729123.064, , , 
707, ,0.0231667368128109,1.4526539259467813e-08,1.07094397217e+15,2.61600533021e-45,5.35471986083e+14,1011806897.99, , , 
708, ,0.0231667368128109,1.697187129752137e-08,1.46184688238e+15,2.61600533021e-45,7.3092344119e+14,1877244055.61, , , 
709, ,0.0231667368128109,1.9828839491270715e-08,1.99543240642e+15,2.61600533021e-45,9.97716203211e+14,3477519779.33, , , 
710, ,0.0231667368128109,2.3166736812810894e-08,2.7237808122e+15,2.61600533021e-45,1.3618904061e+15,6428329795.64, , , 
711, ,0.0231667368128109,2.706652070033241e-08,3.71798207198e+15,2.61600533021e-45,1.85899103599e+15,11848692588.3, , , 
712, ,0.0231667368128109,3.162277660168379e-08,5.07507455285e+15,2.61600533021e-45,2.53753727642e+15,21753438393.4, , , 
713, ,0.0231667368128109,3.6946012051993016e-08,6.92751638344e+15,2.61600533021e-45,3.46375819172e+15,39723240897.0, , , 
714, ,0.0231667368128109,4.316533692595901e-08,9.45611394337e+15,2.61600533021e-45,4.72805697168e+15,72005610503.9, , , 
715, ,0.0231667368128109,5.043159487171358e-08,1.29076693523e+16,2.61600533021e-45,6.45383467614e+15,129219086011.0, , , 
716, ,0.0231667368128109,5.892102187612295e-08,1.76190694302e+16,2.61600533021e-45,8.80953471509e+15,228735586235.0, , , 
717, ,0.0231667368128109,6.88395206964551e-08,2.40501673163e+16,2.61600533021e-45,1.20250836581e+16,397387833869.0, , , 
718, ,0.0231667368128109,8.042765483057629e-08,3.28286661355e+16,2.61600533021e-45,1.64143330677e+16,672981327597.0, , , 
719, ,0.0231667368128109,9.396648314954711e-08,4.48113855534e+16,2.61600533021e-45,2.24056927767e+16,1.10065262339e+12, , , 
720, ,0.0231667368128109,1.0978437670592484e-07,6.11678911025e+16,2.61600533021e-45,3.05839455513e+16,1.71644420314e+12, , , 
721, ,0.0231667368128109,1.2826498305280627e-07,8.34946488649e+16,2.61600533021e-45,4.17473244324e+16,2.50840318067e+12, , , 
722, ,0.0231667368128109,1.4985653124037573e-07,1.13970847505e+17,2.61600533021e-45,5.69854237527e+16,3.35471566225e+12, , , 
723, ,0.0231667368128109,1.7508270317357268e-07,1.55571096564e+17,2.61600533021e-45,7.77855482818e+16,3.97510517033e+12, , , 
724, ,0.0231667368128109,2.045553350050195e-07,2.12355761282e+17,2.61600533021e-45,1.06177880641e+17,3.99290758427e+12, , , 
725, ,0.0231667368128109,2.3898925662310533e-07,2.89867271915e+17,2.61600533021e-45,1.44933635958e+17,3.2010133304e+12, , , 
726, ,0.0231667368128109,2.792196291524867e-07,3.95671089026e+17,2.61600533021e-45,1.97835544513e+17,1.88622523876e+12, , , 
727, ,0.0231667368128109,3.262222009711673e-07,5.40094125346e+17,2.61600533021e-45,2.70047062673e+17,730144445668.0, , , 
728, ,0.0231667368128109,3.8113697353402724e-07,7.37232697366e+17,2.61600533021e-45,3.68616348683e+17,159265829301.0, , , 
729, ,0.0231667368128109,4.4529585099426604e-07,1.00632838715e+18,2.61600533021e-45,5.03164193573e+17,15878557963.4, , , 
730, ,0.0231667368128109,5.202549442372686e-07,1.3736461044e+18,2.61600533021e-45,6.86823052202e+17,543703627.588, , , 
731, ,0.0231667368128109,6.078323128297237e-07,1.87503765594e+18,2.61600533021e-45,9.37518827971e+17,4328748.97958, , , 
732, ,0.0231667368128109,7.101520602780344e-07,2.55944103793e+18,2.61600533021e-45,1.27972051896e+18,4705.00977651, , , 
733, ,0.0231667368128109,8.296958520834915e-07,3.49365699717e+18,2.61600533021e-45,1.74682849858e+18,0.337518164558, , , 
734, ,0.0231667368128109,9.693631061142522e-07,4.76886907453e+18,2.61600533021e-45,2.38443453726e+18,5.925086018e-07, , , 
735, ,0.0231667368128109,1.1325413151528126e-06,6.50954351512e+18,2.61600533021e-45,3.25477175756e+18,6.57055140196e-15, , , 
736, ,0.0231667368128109,1.323188207223646e-06,8.8855777152e+18,2.61600533021e-45,4.4427888576e+18,7.2474910606e-26, , , 
737, ,0.0231667368128109,1.5459277364194788e-06,1.21288829469e+19,2.61600533021e-45,6.06444147346e+18,6.37649413069e-41, , , 
738, ,0.0231667368128109,1.8061622323899017e-06,1.65560199072e+19,2.61600533021e-45,8.27800995361e+18,1.42860926453e-61, , , 
739, ,0.0231667368128109,2.110203428568597e-06,2.25990964187e+19,2.61600533021e-45,1.12995482093e+19,7.40128249411e-90, , , 
740, ,0.0231667368128109,2.4654255471007907e-06,3.08479430324e+19,2.61600533021e-45,1.54239715162e+19,1.44739851907e-128, , , 
741, ,0.0231667368128109,2.8804441533962983e-06,4.21076830551e+19,2.61600533021e-45,2.10538415276e+19,1.67588535772e-181, , , 
742, ,0.0231667368128109,3.365325118250557e-06,5.74773160858e+19,2.61600533021e-45,2.87386580429e+19,7.36360174902e-254, , , 
743, ,0.0231667368128109,3.93182875570577e-06,7.84569851564e+19,2.61600533021e-45,3.92284925782e+19,0.0, , , 
744, ,0.0231667368128109,4.593695057977397e-06,1.07094397217e+20,2.61600533021e-45,5.35471986083e+19,0.0, , , 
745, ,0.0231667368128109,5.366976945540477e-06,1.46184688238e+20,2.61600533021e-45,7.3092344119e+19,0.0, , , 
746, ,0.0231667368128109,6.270429615030992e-06,1.99543240642e+20,2.61600533021e-45,9.97716203211e+19,0.0, , , 
747, ,0.0231667368128109,7.3259654282152296e-06,2.7237808122e+20,2.61600533021e-45,1.3618904061e+20,0.0, , , 
748, ,0.0231667368128109,8.55918537491462e-06,3.71798207198e+20,2.61600533021e-45,1.85899103599e+20,0.0, , , 
749, ,0.0231667368128109,1e-05,5.07507455285e+20,2.61600533021e-45,2.53753727642e+20,0.0, , , 
750, ,0.02543345761304649,1e-10,34936569973.4,2.2914791479e-45,12731817819.5,1.39017170286, , , 
751, ,0.02543345761304649,1.168335485443295e-10,47688690747.6,2.2914791479e-45,19405012715.1,2.89219147521, , , 
752, ,0.02543345761304649,1.3650078065460138e-10,65095435154.4,2.2914791479e-45,28724581444.5,5.84388404747, , , 
753, ,0.02543345761304649,1.5947870582948242e-10,88855777156.3,2.2914791479e-45,41436722961.1,11.5071647653, , , 
754, ,0.02543345761304649,1.86324631193156e-10,121288829475.0,2.2914791479e-45,58544129374.9,22.1922395495, , , 
755, ,0.02543345761304649,2.176896784350988e-10,165560199080.0,2.2914791479e-45,81474927090.2,42.1576566764, , , 
756, ,0.02543345761304649,2.543345761304649e-10,225990964198.0,2.2914791479e-45,112289595124.0,79.3097798881, , , 
757, ,0.02543345761304649,2.9714811046840127e-10,308479430339.0,2.2914791479e-45,153914188993.0,148.388519, , , 
758, ,0.02543345761304649,3.4716868189265595e-10,421076830572.0,2.2914791479e-45,210413567770.0,276.904237528, , , 
759, ,0.02543345761304649,4.056094904897649e-10,574773160886.0,2.2914791479e-45,287347936822.0,516.175970995, , , 
760, ,0.02543345761304649,4.738879609717651e-10,784569851602.0,2.2914791479e-45,392275610396.0,961.865714615, , , 
761, ,0.02543345761304649,5.536601209276803e-10,1.07094397222e+12,2.2914791479e-45,535470309068.0,1792.21991759, , , 
762, ,0.02543345761304649,6.468607661546321e-10,1.46184688245e+12,2.2914791479e-45,730923226551.0,3339.33169972, , , 
763, ,0.02543345761304649,7.557503872394938e-10,1.99543240652e+12,2.2914791479e-45,997716184811.0,6221.93592832, , , 
764, ,0.02543345761304649,8.829699955494082e-10,2.72378081234e+12,2.2914791479e-45,1.36189040517e+12,11592.8383895, , , 
765, ,0.02543345761304649,1.0316051783820818e-09,3.71798207216e+12,2.2914791479e-45,1.85899103605e+12,21599.9041551, , , 
766, ,0.02543345761304649,1.2052609368708416e-09,5.07507455309e+12,2.2914791479e-45,2.53753727655e+12,40244.9017302, , , 
767, ,0.02543345761304649,1.4081491217648349e-09,6.92751638378e+12,2.2914791479e-45,3.46375819189e+12,74983.5179237, , , 
768, ,0.02543345761304649,1.6451905877536607e-09,9.45611394383e+12,2.2914791479e-45,4.72805697191e+12,139706.034303, , , 
769, ,0.02543345761304649,1.9221345439899134e-09,1.29076693529e+13,2.2914791479e-45,6.45383467646e+12,260289.637387, , , 
770, ,0.02543345761304649,2.2456979955397722e-09,1.7619069431e+13,2.2914791479e-45,8.80953471552e+12,484940.180611, , , 
771, ,0.02543345761304649,2.623728657777993e-09,2.40501673175e+13,2.2914791479e-45,1.20250836587e+13,903452.311216, , , 
772, ,0.02543345761304649,3.065395295056524e-09,3.28286661371e+13,2.2914791479e-45,1.64143330685e+13,1683072.70363, , , 
773, ,0.02543345761304649,3.581410100125456e-09,4.48113855556e+13,2.2914791479e-45,2.24056927778e+13,3135263.23501, , , 
774, ,0.02543345761304649,4.184288507901576e-09,6.11678911055e+13,2.2914791479e-45,3.05839455528e+13,5839947.68828, , , 
775, ,0.02543345761304649,4.8886527451139865e-09,8.3494648869e+13,2.2914791479e-45,4.17473244345e+13,10876633.8915, , , 
776, ,0.02543345761304649,5.711586478126423e-09,1.13970847511e+14,2.2914791479e-45,5.69854237555e+13,20254085.578, , , 
777, ,0.02543345761304649,6.6730491605731925e-09,1.55571096571e+14,2.2914791479e-45,7.77855482856e+13,37708454.9313, , , 
778, ,0.02543345761304649,7.79636013040522e-09,2.12355761293e+14,2.2914791479e-45,1.06177880646e+14,70184176.649, , , 
779, ,0.02543345761304649,9.108764197647733e-09,2.89867271929e+14,2.2914791479e-45,1.44933635965e+14,130577455.299, , , 
780, ,0.02543345761304649,1.0642092440647247e-08,3.95671089046e+14,2.2914791479e-45,1.97835544523e+14,242808071.833, , , 
781, ,0.02543345761304649,1.2433534237775991e-08,5.40094125372e+14,2.2914791479e-45,2.70047062686e+14,451168250.237, , , 
782, ,0.02543345761304649,1.4526539259467813e-08,7.37232697402e+14,2.2914791479e-45,3.68616348701e+14,837486482.017, , , 
783, ,0.02543345761304649,1.697187129752137e-08,1.0063283872e+15,2.2914791479e-45,5.03164193598e+14,1552464779.48, , , 
784, ,0.02543345761304649,1.9828839491270715e-08,1.37364610447e+15,2.2914791479e-45,6.86823052235e+14,2872453999.47, , , 
785, ,0.02543345761304649,2.3166736812810894e-08,1.87503765603e+15,2.2914791479e-45,9.37518828017e+14,5301211976.72, , , 
786, ,0.02543345761304649,2.706652070033241e-08,2.55944103805e+15,2.2914791479e-45,1.27972051903e+15,9749517868.07, , , 
787, ,0.02543345761304649,3.162277660168379e-08,3.49365699734e+15,2.2914791479e-45,1.74682849867e+15,17845319360.6, , , 
788, ,0.02543345761304649,3.6946012051993016e-08,4.76886907476e+15,2.2914791479e-45,2.38443453738e+15,32452214134.9, , , 
789, ,0.02543345761304649,4.316533692595901e-08,6.50954351544e+15,2.2914791479e-45,3.25477175772e+15,58494281873.1, , , 
790, ,0.02543345761304649,5.043159487171358e-08,8.88557771563e+15,2.2914791479e-45,4.44278885782e+15,104165990406.0, , , 
791, ,0.02543345761304649,5.892102187612295e-08,1.21288829475e+16,2.2914791479e-45,6.06444147375e+15,182458144555.0, , , 
792, ,0.02543345761304649,6.88395206964551e-08,1.6556019908e+16,2.2914791479e-45,8.27800995402e+15,312468555434.0, , , 
