Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,Kappa0
69, ,0.011513953993264476,8.68511373751352e-09,4.90210539897e+17,1.46414172665e-45,2.45105269949e+17,61964236752.3, 
70, ,0.011513953993264476,1.0985411419875573e-08,7.84267606698e+17,1.46414172665e-45,3.92133803349e+17,158453672824.0, 
71, ,0.011513953993264476,1.3894954943731358e-08,1.25471736908e+18,1.46414172665e-45,6.2735868454e+17,404969519553.0, 
72, ,0.011513953993264476,1.7575106248547933e-08,2.00737052356e+18,1.46414172665e-45,1.00368526178e+18,1.03408564913e+12, 
73, ,0.011513953993264476,2.222996482526196e-08,3.2115092356e+18,1.46414172665e-45,1.6057546178e+18,2.63677684499e+12, 
74, ,0.011513953993264476,2.8117686979742307e-08,5.13796105368e+18,1.46414172665e-45,2.56898052684e+18,6.7081479707e+12, 
75, ,0.011513953993264476,3.5564803062231293e-08,8.22001179272e+18,1.46414172665e-45,4.11000589636e+18,1.70040298623e+13, 
76, ,0.011513953993264476,4.498432668969443e-08,1.31508575418e+19,1.46414172665e-45,6.57542877092e+18,4.28522130458e+13, 
77, ,0.011513953993264476,5.689866029018303e-08,2.10395141086e+19,1.46414172665e-45,1.05197570543e+19,1.06991797272e+14, 
78, ,0.011513953993264476,7.196856730011529e-08,3.3660250103e+19,1.46414172665e-45,1.68301250515e+19,2.63182865834e+14, 
79, ,0.011513953993264476,9.102981779915227e-08,5.38516446313e+19,1.46414172665e-45,2.69258223157e+19,6.32140326595e+14, 
80, ,0.011513953993264476,1.151395399326448e-07,8.61550232286e+19,1.46414172665e-45,4.30775116143e+19,1.46153376586e+15, 
81, ,0.011513953993264476,1.4563484775012446e-07,1.3783586515e+20,1.46414172665e-45,6.8917932575e+19,3.17914037909e+15, 
82, ,0.011513953993264476,1.8420699693267165e-07,2.20517910735e+20,1.46414172665e-45,1.10258955367e+20,6.2722461299e+15, 
83, ,0.011513953993264476,2.329951810515372e-07,3.52797502318e+20,1.46414172665e-45,1.76398751159e+20,1.0585771716e+16, 
84, ,0.011513953993264476,2.947051702551811e-07,5.64426160339e+20,1.46414172665e-45,2.8221308017e+20,1.39164738796e+16, 
85, ,0.011513953993264476,3.727593720314938e-07,9.03002114193e+20,1.46414172665e-45,4.51501057096e+20,1.22676909392e+16, 
86, ,0.011513953993264476,4.7148663634573897e-07,1.44467580621e+21,1.46414172665e-45,7.22337903107e+20,5.70563597398e+15, 
87, ,0.011513953993264476,5.963623316594636e-07,2.31127718558e+21,1.46414172665e-45,1.15563859279e+21,9.54062254711e+14, 
88, ,0.011513953993264476,7.543120063354624e-07,3.69771695877e+21,1.46414172665e-45,1.84885847938e+21,3.10514880044e+13, 
89, ,0.011513953993264476,9.540954763499944e-07,5.91582471912e+21,1.46414172665e-45,2.95791235956e+21,73698972324.3, 
90, ,0.011513953993264476,1.2067926406393288e-06,9.46448376055e+21,1.46414172665e-45,4.73224188027e+21,2652152.24709, 
91, ,0.011513953993264476,1.526417967175233e-06,1.51418368709e+22,1.46414172665e-45,7.57091843544e+21,0.117274995712, 
92, ,0.011513953993264476,1.9306977288832498e-06,2.42247997487e+22,1.46414172665e-45,1.21123998744e+22,1.14386784665e-13, 
93, ,0.011513953993264476,2.4420530945486497e-06,3.87562571087e+22,1.46414172665e-45,1.93781285544e+22,3.96192720418e-33, 
94, ,0.011513953993264476,3.088843596477485e-06,6.20045358747e+22,1.46414172665e-45,3.10022679373e+22,1.65602951416e-64, 
95, ,0.011513953993264476,3.906939937054621e-06,9.91984973742e+22,1.46414172665e-45,4.95992486871e+22,5.92281820527e-115, 
96, ,0.011513953993264476,4.941713361323839e-06,1.58703580996e+23,1.46414172665e-45,7.9351790498e+22,6.61263375318e-196, 
97, ,0.011513953993264476,6.250551925273976e-06,2.53903307889e+23,1.46414172665e-45,1.26951653945e+23,0.0, 
98, ,0.011513953993264476,7.906043210907703e-06,4.06209421063e+23,1.46414172665e-45,2.03104710532e+23,0.0, 
99, ,0.011513953993264476,1e-05,6.49877684274e+23,1.46414172665e-45,3.24938842137e+23,0.0, 
100, ,0.013257113655901088,1e-10,3.69771695893e+13,1.04874300701e-44,1.84885847946e+13,822.736772014, 
101, ,0.013257113655901088,1.264855216855296e-10,5.91582471938e+13,1.04874300701e-44,2.95791235969e+13,2105.83064843, 
102, ,0.013257113655901088,1.5998587196060573e-10,9.46448376096e+13,1.04874300701e-44,4.73224188048e+13,5389.97300546, 
103, ,0.013257113655901088,2.0235896477251562e-10,1.51418368715e+14,1.04874300701e-44,7.57091843577e+13,13795.887772, 
104, ,0.013257113655901088,2.559547922699533e-10,2.42247997498e+14,1.04874300701e-44,1.21123998749e+14,35311.2143758, 
105, ,0.013257113655901088,3.23745754281764e-10,3.87562571104e+14,1.04874300701e-44,1.93781285552e+14,90380.6401551, 
106, ,0.013257113655901088,4.09491506238042e-10,6.20045358774e+14,1.04874300701e-44,3.10022679387e+14,231333.179147, 
107, ,0.013257113655901088,5.179474679231202e-10,9.91984973785e+14,1.04874300701e-44,4.95992486893e+14,592106.782495, 
108, ,0.013257113655901088,6.551285568595495e-10,1.58703581003e+15,1.04874300701e-44,7.93517905014e+14,1515519.0568, 
109, ,0.013257113655901088,8.28642772854686e-10,2.539033079e+15,1.04874300701e-44,1.2695165395e+15,3879016.51428, 
110, ,0.013257113655901088,1.0481131341546874e-09,4.06209421081e+15,1.04874300701e-44,2.0310471054e+15,9928417.86545, 
111, ,0.013257113655901088,1.3257113655901108e-09,6.49877684302e+15,1.04874300701e-44,3.24938842151e+15,25411807.4949, 
112, ,0.013257113655901088,1.6768329368110098e-09,1.03971247991e+16,1.04874300701e-44,5.19856239954e+15,65040878.7967, 
113, ,0.013257113655901088,2.1209508879201927e-09,1.66339307686e+16,1.04874300701e-44,8.31696538432e+15,166467630.63, 
114, ,0.013257113655901088,2.6826957952797275e-09,2.66119391815e+16,1.04874300701e-44,1.33059695908e+16,426050693.892, 
115, ,0.013257113655901088,3.393221771895329e-09,4.25753429452e+16,1.04874300701e-44,2.12876714726e+16,1090369482.26, 
116, ,0.013257113655901088,4.291934260128778e-09,6.81145336511e+16,1.04874300701e-44,3.40572668256e+16,2790330160.23, 
117, ,0.013257113655901088,5.4286754393238595e-09,1.08973630594e+17,1.04874300701e-44,5.44868152968e+16,7139843515.21, 
118, ,0.013257113655901088,6.866488450042997e-09,1.74342413112e+17,1.04874300701e-44,8.71712065562e+16,18266010930.9, 
119, ,0.013257113655901088,8.68511373751352e-09,2.78923229815e+17,1.04874300701e-44,1.39461614907e+17,46716878263.3, 
120, ,0.013257113655901088,1.0985411419875573e-08,4.4623776132e+17,1.04874300701e-44,2.2311888066e+17,119427423975.0, 
121, ,0.013257113655901088,1.3894954943731358e-08,7.13917373466e+17,1.04874300701e-44,3.56958686733e+17,305080592579.0, 
122, ,0.013257113655901088,1.7575106248547933e-08,1.14216693502e+18,1.04874300701e-44,5.71083467509e+17,778419252940.0, 
123, ,0.013257113655901088,2.222996482526196e-08,1.82730573023e+18,1.04874300701e-44,9.13652865117e+17,1.98241320933e+12, 
124, ,0.013257113655901088,2.8117686979742307e-08,2.9234310059e+18,1.04874300701e-44,1.46171550295e+18,5.03344716424e+12, 
125, ,0.013257113655901088,3.5564803062231293e-08,4.67707658595e+18,1.04874300701e-44,2.33853829298e+18,1.27186840383e+13, 
126, ,0.013257113655901088,4.498432668969443e-08,7.48266175831e+18,1.04874300701e-44,3.74133087915e+18,3.18909657881e+13, 
127, ,0.013257113655901088,5.689866029018303e-08,1.19712016599e+19,1.04874300701e-44,5.98560082994e+18,7.8982661486e+13, 
128, ,0.013257113655901088,7.196856730011529e-08,1.91522313597e+19,1.04874300701e-44,9.57611567987e+18,1.91786649914e+14, 
129, ,0.013257113655901088,9.102981779915227e-08,3.06408643408e+19,1.04874300701e-44,1.53204321704e+19,4.51213640532e+14, 
130, ,0.013257113655901088,1.151395399326448e-07,4.90210539919e+19,1.04874300701e-44,2.45105269959e+19,1.00923333608e+15, 
131, ,0.013257113655901088,1.4563484775012446e-07,7.84267606732e+19,1.04874300701e-44,3.92133803366e+19,2.08198160468e+15, 
132, ,0.013257113655901088,1.8420699693267165e-07,1.25471736913e+20,1.04874300701e-44,6.27358684567e+19,3.7737110614e+15, 
133, ,0.013257113655901088,2.329951810515372e-07,2.00737052365e+20,1.04874300701e-44,1.00368526183e+20,5.56107395568e+15, 
134, ,0.013257113655901088,2.947051702551811e-07,3.21150923574e+20,1.04874300701e-44,1.60575461787e+20,5.88462278086e+15, 
135, ,0.013257113655901088,3.727593720314938e-07,5.1379610539e+20,1.04874300701e-44,2.56898052695e+20,3.66581715458e+15, 
136, ,0.013257113655901088,4.7148663634573897e-07,8.22001179308e+20,1.04874300701e-44,4.11000589654e+20,9.78324706991e+14, 
137, ,0.013257113655901088,5.963623316594636e-07,1.31508575424e+21,1.04874300701e-44,6.57542877121e+20,6.72702966368e+13, 
138, ,0.013257113655901088,7.543120063354624e-07,2.10395141095e+21,1.04874300701e-44,1.05197570548e+21,528313667145.0, 
139, ,0.013257113655901088,9.540954763499944e-07,3.36602501044e+21,1.04874300701e-44,1.68301250522e+21,128961061.104, 
140, ,0.013257113655901088,1.2067926406393288e-06,5.38516446337e+21,1.04874300701e-44,2.69258223168e+21,121.965111079, 
141, ,0.013257113655901088,1.526417967175233e-06,8.61550232323e+21,1.04874300701e-44,4.30775116161e+21,1.59768080897e-08, 
142, ,0.013257113655901088,1.9306977288832498e-06,1.37835865156e+22,1.04874300701e-44,6.8917932578e+21,1.40492758075e-24, 
143, ,0.013257113655901088,2.4420530945486497e-06,2.20517910744e+22,1.04874300701e-44,1.10258955372e+22,1.64341283122e-50, 
144, ,0.013257113655901088,3.088843596477485e-06,3.52797502334e+22,1.04874300701e-44,1.76398751167e+22,3.04455990094e-92, 
145, ,0.013257113655901088,3.906939937054621e-06,5.64426160364e+22,1.04874300701e-44,2.82213080182e+22,2.97194206305e-159, 
146, ,0.013257113655901088,4.941713361323839e-06,9.03002114232e+22,1.04874300701e-44,4.51501057116e+22,1.04937944807e-266, 
147, ,0.013257113655901088,6.250551925273976e-06,1.44467580628e+23,1.04874300701e-44,7.22337903138e+22,0.0, 
148, ,0.013257113655901088,7.906043210907703e-06,2.31127718567e+23,1.04874300701e-44,1.15563859284e+23,0.0, 
149, ,0.013257113655901088,1e-05,3.69771695893e+23,1.04874300701e-44,1.84885847946e+23,0.0, 
150, ,0.015264179671752334,1e-10,2.10395141107e+13,9.15736927309e-46,1.05197570554e+13,620.599496835, 
151, ,0.015264179671752334,1.264855216855296e-10,3.36602501063e+13,9.15736927309e-46,1.68301250532e+13,1588.4535471, 
152, ,0.015264179671752334,1.5998587196060573e-10,5.38516446367e+13,9.15736927309e-46,2.69258223184e+13,4065.71848587, 
153, ,0.015264179671752334,2.0235896477251562e-10,8.61550232372e+13,9.15736927309e-46,4.30775116186e+13,10406.4003013, 
154, ,0.015264179671752334,2.559547922699533e-10,1.37835865164e+14,9.15736927309e-46,6.8917932582e+13,26635.6504293, 
155, ,0.015264179671752334,3.23745754281764e-10,2.20517910757e+14,9.15736927309e-46,1.10258955378e+14,68175.1408374, 
156, ,0.015264179671752334,4.09491506238042e-10,3.52797502354e+14,9.15736927309e-46,1.76398751177e+14,174497.140359, 
157, ,0.015264179671752334,5.179474679231202e-10,5.64426160396e+14,9.15736927309e-46,2.82213080198e+14,446632.202373, 
158, ,0.015264179671752334,6.551285568595495e-10,9.03002114283e+14,9.15736927309e-46,4.51501057142e+14,1143169.91538, 
159, ,0.015264179671752334,8.28642772854686e-10,1.44467580636e+15,9.15736927309e-46,7.22337903179e+14,2925971.07658, 
160, ,0.015264179671752334,1.0481131341546874e-09,2.31127718581e+15,9.15736927309e-46,1.1556385929e+15,7489052.22856, 
161, ,0.015264179671752334,1.3257113655901108e-09,3.69771695914e+15,9.15736927309e-46,1.84885847957e+15,19168133.8507, 
162, ,0.015264179671752334,1.6768329368110098e-09,5.91582471972e+15,9.15736927309e-46,2.95791235986e+15,49059897.6348, 
163, ,0.015264179671752334,2.1209508879201927e-09,9.4644837615e+15,9.15736927309e-46,4.73224188075e+15,125563543.049, 
164, ,0.015264179671752334,2.6826957952797275e-09,1.51418368724e+16,9.15736927309e-46,7.5709184362e+15,321354721.567, 
165, ,0.015264179671752334,3.393221771895329e-09,2.42247997512e+16,9.15736927309e-46,1.21123998756e+16,822395132.278, 
166, ,0.015264179671752334,4.291934260128778e-09,3.87562571126e+16,9.15736927309e-46,1.93781285563e+16,2104437036.59, 
167, ,0.015264179671752334,5.4286754393238595e-09,6.20045358809e+16,9.15736927309e-46,3.10022679405e+16,5384267651.34, 
168, ,0.015264179671752334,6.866488450042997e-09,9.91984973842e+16,9.15736927309e-46,4.95992486921e+16,13772533330.1, 
169, ,0.015264179671752334,8.68511373751352e-09,1.58703581012e+17,9.15736927309e-46,7.9351790506e+16,35215626445.6, 
170, ,0.015264179671752334,1.0985411419875573e-08,2.53903307915e+17,9.15736927309e-46,1.26951653957e+17,89989545741.6, 
171, ,0.015264179671752334,1.3894954943731358e-08,4.06209421104e+17,9.15736927309e-46,2.03104710552e+17,229733762876.0, 
172, ,0.015264179671752334,1.7575106248547933e-08,6.49877684339e+17,9.15736927309e-46,3.2493884217e+17,585570855180.0, 
173, ,0.015264179671752334,2.222996482526196e-08,1.03971247997e+18,9.15736927309e-46,5.19856239984e+17,1.48884385418e+12, 
174, ,0.015264179671752334,2.8117686979742307e-08,1.66339307696e+18,9.15736927309e-46,8.3169653848e+17,3.77036262198e+12, 
175, ,0.015264179671752334,3.5564803062231293e-08,2.66119391831e+18,9.15736927309e-46,1.33059695915e+18,9.48724609806e+12, 
176, ,0.015264179671752334,4.498432668969443e-08,4.25753429477e+18,9.15736927309e-46,2.12876714738e+18,2.36294996347e+13, 
177, ,0.015264179671752334,5.689866029018303e-08,6.8114533655e+18,9.15736927309e-46,3.40572668275e+18,5.78976870793e+13, 
178, ,0.015264179671752334,7.196856730011529e-08,1.089736306e+19,9.15736927309e-46,5.44868152999e+18,1.38196370345e+14, 
179, ,0.015264179671752334,9.102981779915227e-08,1.74342413122e+19,9.15736927309e-46,8.71712065612e+18,3.16329458114e+14, 
180, ,0.015264179671752334,1.151395399326448e-07,2.78923229831e+19,9.15736927309e-46,1.39461614915e+19,6.7713823054e+14, 
181, ,0.015264179671752334,1.4563484775012446e-07,4.46237761346e+19,9.15736927309e-46,2.23118880673e+19,1.3021189438e+15, 
182, ,0.015264179671752334,1.8420699693267165e-07,7.13917373506e+19,9.15736927309e-46,3.56958686753e+19,2.10924758491e+15, 
183, ,0.015264179671752334,2.329951810515372e-07,1.14216693508e+20,9.15736927309e-46,5.71083467541e+19,2.59669365872e+15, 
184, ,0.015264179671752334,2.947051702551811e-07,1.82730573034e+20,9.15736927309e-46,9.13652865169e+19,2.06080414342e+15, 
185, ,0.015264179671752334,3.727593720314938e-07,2.92343100607e+20,9.15736927309e-46,1.46171550303e+20,8.10207412361e+14, 
186, ,0.015264179671752334,4.7148663634573897e-07,4.67707658622e+20,9.15736927309e-46,2.33853829311e+20,1.03540055677e+14, 
187, ,0.015264179671752334,5.963623316594636e-07,7.48266175873e+20,9.15736927309e-46,3.74133087937e+20,2.1918651875e+12, 
188, ,0.015264179671752334,7.543120063354624e-07,1.19712016606e+21,9.15736927309e-46,5.98560083029e+20,2614200179.09, 
189, ,0.015264179671752334,9.540954763499944e-07,1.91522313608e+21,9.15736927309e-46,9.57611568041e+20,31286.1177378, 
190, ,0.015264179671752334,1.2067926406393288e-06,3.06408643425e+21,9.15736927309e-46,1.53204321713e+21,0.000237699105826, 
191, ,0.015264179671752334,1.526417967175233e-06,4.90210539947e+21,9.15736927309e-46,2.45105269973e+21,1.38489354477e-17, 
192, ,0.015264179671752334,1.9306977288832498e-06,7.84267606777e+21,9.15736927309e-46,3.92133803388e+21,5.28530035685e-39, 
193, ,0.015264179671752334,2.4420530945486497e-06,1.25471736921e+22,9.15736927309e-46,6.27358684603e+21,1.628938954e-73, 
194, ,0.015264179671752334,3.088843596477485e-06,2.00737052377e+22,9.15736927309e-46,1.00368526188e+22,5.67658571384e-129, 
195, ,0.015264179671752334,3.906939937054621e-06,3.21150923593e+22,9.15736927309e-46,1.60575461796e+22,6.08977515861e-218, 
196, ,0.015264179671752334,4.941713361323839e-06,5.13796105419e+22,9.15736927309e-46,2.5689805271e+22,0.0, 
197, ,0.015264179671752334,6.250551925273976e-06,8.22001179355e+22,9.15736927309e-46,4.11000589677e+22,0.0, 
198, ,0.015264179671752334,7.906043210907703e-06,1.31508575432e+23,9.15736927309e-46,6.57542877158e+22,0.0, 
199, ,0.015264179671752334,1e-05,2.10395141107e+23,9.15736927309e-46,1.05197570554e+23,0.0, 
200, ,0.017575106248547922,1e-10,1.19712016615e+13,1.27291825121e-45,5.98560083074e+12,468.125049727, 
201, ,0.017575106248547922,1.264855216855296e-10,1.91522313623e+13,1.27291825121e-45,9.57611568114e+12,1198.18852747, 
202, ,0.017575106248547922,1.5998587196060573e-10,3.06408643449e+13,1.27291825121e-45,1.53204321724e+13,3066.8213826, 
203, ,0.017575106248547922,2.0235896477251562e-10,4.90210539984e+13,1.27291825121e-45,2.45105269992e+13,7849.66794268, 
204, ,0.017575106248547922,2.559547922699533e-10,7.84267606836e+13,1.27291825121e-45,3.92133803418e+13,20091.5812675, 
205, ,0.017575106248547922,3.23745754281764e-10,1.2547173693e+14,1.27291825121e-45,6.27358684651e+13,51425.2601889, 
206, ,0.017575106248547922,4.09491506238042e-10,2.00737052392e+14,1.27291825121e-45,1.00368526196e+14,131625.032994, 
207, ,0.017575106248547922,5.179474679231202e-10,3.21150923617e+14,1.27291825121e-45,1.60575461809e+14,336898.974543, 
208, ,0.017575106248547922,6.551285568595495e-10,5.13796105458e+14,1.27291825121e-45,2.56898052729e+14,862302.425556, 
209, ,0.017575106248547922,8.28642772854686e-10,8.22001179417e+14,1.27291825121e-45,4.11000589708e+14,2207077.34969, 
210, ,0.017575106248547922,1.0481131341546874e-09,1.31508575442e+15,1.27291825121e-45,6.57542877208e+14,5649009.33568, 
211, ,0.017575106248547922,1.3257113655901108e-09,2.10395141123e+15,1.27291825121e-45,1.05197570562e+15,14458455.9395, 
212, ,0.017575106248547922,1.6768329368110098e-09,3.36602501089e+15,1.27291825121e-45,1.68301250544e+15,37005250.8906, 
213, ,0.017575106248547922,2.1209508879201927e-09,5.38516446408e+15,1.27291825121e-45,2.69258223204e+15,94709097.6402, 
214, ,0.017575106248547922,2.6826957952797275e-09,8.61550232438e+15,1.27291825121e-45,4.30775116219e+15,242381293.464, 
215, ,0.017575106248547922,3.393221771895329e-09,1.37835865174e+16,1.27291825121e-45,6.89179325872e+15,620258874.276, 
216, ,0.017575106248547922,4.291934260128778e-09,2.20517910774e+16,1.27291825121e-45,1.10258955387e+16,1587059684.96, 
217, ,0.017575106248547922,5.4286754393238595e-09,3.52797502381e+16,1.27291825121e-45,1.7639875119e+16,4060016124.52, 
218, ,0.017575106248547922,6.866488450042997e-09,5.64426160439e+16,1.27291825121e-45,2.82213080219e+16,10383052015.1, 
219, ,0.017575106248547922,8.68511373751352e-09,9.03002114352e+16,1.27291825121e-45,4.51501057176e+16,26540112288.6, 
220, ,0.017575106248547922,1.0985411419875573e-08,1.44467580647e+17,1.27291825121e-45,7.22337903234e+16,67784319683.2, 
221, ,0.017575106248547922,1.3894954943731358e-08,2.31127718598e+17,1.27291825121e-45,1.15563859299e+17,172899521685.0, 
222, ,0.017575106248547922,1.7575106248547933e-08,3.69771695942e+17,1.27291825121e-45,1.84885847971e+17,440108062593.0, 
223, ,0.017575106248547922,2.222996482526196e-08,5.91582472016e+17,1.27291825121e-45,2.95791236008e+17,1.11657154749e+12, 
224, ,0.017575106248547922,2.8117686979742307e-08,9.46448376222e+17,1.27291825121e-45,4.73224188111e+17,2.81781652221e+12, 
225, ,0.017575106248547922,3.5564803062231293e-08,1.51418368736e+18,1.27291825121e-45,7.57091843678e+17,7.05110961323e+12, 
226, ,0.017575106248547922,4.498432668969443e-08,2.4224799753e+18,1.27291825121e-45,1.21123998765e+18,1.7406541975e+13, 
227, ,0.017575106248547922,5.689866029018303e-08,3.87562571156e+18,1.27291825121e-45,1.93781285578e+18,4.20479491969e+13, 
228, ,0.017575106248547922,7.196856730011529e-08,6.20045358856e+18,1.27291825121e-45,3.10022679428e+18,9.81074793251e+13, 
229, ,0.017575106248547922,9.102981779915227e-08,9.91984973917e+18,1.27291825121e-45,4.95992486959e+18,2.16541687358e+14, 
230, ,0.017575106248547922,1.151395399326448e-07,1.58703581024e+19,1.27291825121e-45,7.9351790512e+18,4.37316318806e+14, 
231, ,0.017575106248547922,1.4563484775012446e-07,2.53903307934e+19,1.27291825121e-45,1.26951653967e+19,7.66159041285e+14, 
232, ,0.017575106248547922,1.8420699693267165e-07,4.06209421135e+19,1.27291825121e-45,2.03104710567e+19,1.06925534053e+15, 
233, ,0.017575106248547922,2.329951810515372e-07,6.49877684389e+19,1.27291825121e-45,3.24938842194e+19,1.03714786632e+15, 
234, ,0.017575106248547922,2.947051702551811e-07,1.03971248005e+20,1.27291825121e-45,5.19856240023e+19,5.62104493369e+14, 
235, ,0.017575106248547922,3.727593720314938e-07,1.66339307709e+20,1.27291825121e-45,8.31696538543e+19,1.200539786e+14, 
236, ,0.017575106248547922,4.7148663634573897e-07,2.66119391851e+20,1.27291825121e-45,1.33059695925e+20,5.77997811624e+12, 
237, ,0.017575106248547922,5.963623316594636e-07,4.25753429509e+20,1.27291825121e-45,2.12876714754e+20,25665603197.7, 
238, ,0.017575106248547922,7.543120063354624e-07,6.81145336602e+20,1.27291825121e-45,3.40572668301e+20,2516077.83478, 
239, ,0.017575106248547922,9.540954763499944e-07,1.08973630608e+21,1.27291825121e-45,5.44868153041e+20,0.552899814331, 
240, ,0.017575106248547922,1.2067926406393288e-06,1.74342413136e+21,1.27291825121e-45,8.71712065678e+20,7.01169538817e-12, 
241, ,0.017575106248547922,1.526417967175233e-06,2.78923229852e+21,1.27291825121e-45,1.39461614926e+21,1.47097716856e-29, 
242, ,0.017575106248547922,1.9306977288832498e-06,4.4623776138e+21,1.27291825121e-45,2.2311888069e+21,4.3663518053e-58, 
243, ,0.017575106248547922,2.4420530945486497e-06,7.13917373561e+21,1.27291825121e-45,3.5695868678e+21,5.69294033223e-104, 
244, ,0.017575106248547922,3.088843596477485e-06,1.14216693517e+22,1.27291825121e-45,5.71083467585e+21,1.26283451095e-177, 
245, ,0.017575106248547922,3.906939937054621e-06,1.82730573048e+22,1.27291825121e-45,9.13652865238e+21,1.04851797132e-295, 
246, ,0.017575106248547922,4.941713361323839e-06,2.92343100629e+22,1.27291825121e-45,1.46171550314e+22,0.0, 
247, ,0.017575106248547922,6.250551925273976e-06,4.67707658658e+22,1.27291825121e-45,2.33853829329e+22,0.0, 
248, ,0.017575106248547922,7.906043210907703e-06,7.4826617593e+22,1.27291825121e-45,3.74133087965e+22,0.0, 
249, ,0.017575106248547922,1e-05,1.19712016615e+23,1.27291825121e-45,5.98560083074e+22,0.0, 
250, ,0.020235896477251568,1e-10,6.8114533667e+12,5.87328034742e-45,3.40572668335e+12,353.112800842, 
251, ,0.020235896477251568,1.264855216855296e-10,1.08973630619e+13,5.87328034742e-45,5.44868153096e+12,903.807629008, 
252, ,0.020235896477251568,1.5998587196060573e-10,1.74342413153e+13,5.87328034742e-45,8.71712065766e+12,2313.33887261, 
253, ,0.020235896477251568,2.0235896477251562e-10,2.7892322988e+13,5.87328034742e-45,1.3946161494e+13,5921.09532673, 
254, ,0.020235896477251568,2.559547922699533e-10,4.46237761425e+13,5.87328034742e-45,2.23118880712e+13,15155.3034557, 
255, ,0.020235896477251568,3.23745754281764e-10,7.13917373632e+13,5.87328034742e-45,3.56958686816e+13,38790.6346611, 
256, ,0.020235896477251568,4.09491506238042e-10,1.14216693528e+14,5.87328034742e-45,5.71083467642e+13,99286.0865986, 
257, ,0.020235896477251568,5.179474679231202e-10,1.82730573066e+14,5.87328034742e-45,9.1365286533e+13,254125.877693, 
258, ,0.020235896477251568,6.551285568595495e-10,2.92343100658e+14,5.87328034742e-45,1.46171550329e+14,650440.750432, 
259, ,0.020235896477251568,8.28642772854686e-10,4.67707658705e+14,5.87328034742e-45,2.33853829352e+14,1664807.16913, 
260, ,0.020235896477251568,1.0481131341546874e-09,7.48266176005e+14,5.87328034742e-45,3.74133088003e+14,4261042.88878, 
261, ,0.020235896477251568,1.3257113655901108e-09,1.19712016627e+15,5.87328034742e-45,5.98560083134e+14,10905889.2395, 
262, ,0.020235896477251568,1.6768329368110098e-09,1.91522313642e+15,5.87328034742e-45,9.57611568211e+14,27912286.4497, 
263, ,0.020235896477251568,2.1209508879201927e-09,3.06408643479e+15,5.87328034742e-45,1.5320432174e+15,71435219.8153, 
264, ,0.020235896477251568,2.6826957952797275e-09,4.90210540033e+15,5.87328034742e-45,2.45105270017e+15,182810690.141, 
265, ,0.020235896477251568,3.393221771895329e-09,7.84267606915e+15,5.87328034742e-45,3.92133803457e+15,467785078.706, 
266, ,0.020235896477251568,4.291934260128778e-09,1.25471736943e+16,5.87328034742e-45,6.27358684714e+15,1196795822.26, 
267, ,0.020235896477251568,5.4286754393238595e-09,2.00737052412e+16,5.87328034742e-45,1.00368526206e+16,3061117860.82, 
268, ,0.020235896477251568,6.866488450042997e-09,3.21150923649e+16,5.87328034742e-45,1.60575461825e+16,7826329241.69, 
269, ,0.020235896477251568,8.68511373751352e-09,5.1379610551e+16,5.87328034742e-45,2.56898052755e+16,19996091881.8, 
270, ,0.020235896477251568,1.0985411419875573e-08,8.220011795e+16,5.87328034742e-45,4.1100058975e+16,51034808506.9, 
271, ,0.020235896477251568,1.3894954943731358e-08,1.31508575455e+17,5.87328034742e-45,6.57542877275e+16,130029799011.0, 
272, ,0.020235896477251568,1.7575106248547933e-08,2.10395141144e+17,5.87328034742e-45,1.05197570572e+17,330390427160.0, 
273, ,0.020235896477251568,2.222996482526196e-08,3.36602501123e+17,5.87328034742e-45,1.68301250561e+17,835805545048.0, 
274, ,0.020235896477251568,2.8117686979742307e-08,5.38516446462e+17,5.87328034742e-45,2.69258223231e+17,2.09958023429e+12, 
275, ,0.020235896477251568,3.5564803062231293e-08,8.61550232524e+17,5.87328034742e-45,4.30775116262e+17,5.21529921353e+12, 
276, ,0.020235896477251568,4.498432668969443e-08,1.37835865188e+18,5.87328034742e-45,6.89179325941e+17,1.27238317189e+13, 
277, ,0.020235896477251568,5.689866029018303e-08,2.20517910796e+18,5.87328034742e-45,1.10258955398e+18,3.01623238281e+13, 
278, ,0.020235896477251568,7.196856730011529e-08,3.52797502416e+18,5.87328034742e-45,1.76398751208e+18,6.82851954373e+13, 
279, ,0.020235896477251568,9.102981779915227e-08,5.64426160496e+18,5.87328034742e-45,2.82213080248e+18,1.43620006325e+14, 
280, ,0.020235896477251568,1.151395399326448e-07,9.03002114443e+18,5.87328034742e-45,4.51501057221e+18,2.68503805746e+14, 
281, ,0.020235896477251568,1.4563484775012446e-07,1.44467580661e+19,5.87328034742e-45,7.22337903307e+18,4.15765613963e+14, 
282, ,0.020235896477251568,1.8420699693267165e-07,2.31127718622e+19,5.87328034742e-45,1.15563859311e+19,4.76231854578e+14, 
283, ,0.020235896477251568,2.329951810515372e-07,3.69771695979e+19,5.87328034742e-45,1.8488584799e+19,3.36760864012e+14, 
284, ,0.020235896477251568,2.947051702551811e-07,5.91582472076e+19,5.87328034742e-45,2.95791236038e+19,1.10079808195e+14, 
285, ,0.020235896477251568,3.727593720314938e-07,9.46448376317e+19,5.87328034742e-45,4.73224188158e+19,1.04701683247e+13, 
