Counter,mX[GeV],mA[GeV],Epsilon,Capture[s-1],Annihilation[s-1],GammaAnn[s-1],IceCubeSignal,SommerfeldFile,BranchingRatioFile,Resolution,Kappa0[GeV5]
0,100,0.01,1.00E-11,2.02903E+11,5.24E-48,2143041155,0.002713156,100GeVSommerfeld.csv,brtoe.csv,200,5.85E+27
1, ,0.01,1.07E-11,2.33126E+11,5.24E-48,2823054994,0.004106287, , , , 
2, ,0.01,1.15E-11,2.6785E+11,5.24E-48,3717694170,0.006212954, , , , 
3, ,0.01,1.23E-11,3.07746E+11,5.24E-48,4894112726,0.009397162, , , , 
4, ,0.01,1.32E-11,3.53586E+11,5.24E-48,6440180093,0.014208292, , , , 
5, ,0.01,1.41E-11,4.06253E+11,5.24E-48,8470722296,0.021471259, , , , 
6, ,0.01,1.52E-11,4.66764E+11,5.24E-48,11135569244,0.032430117, , , , 
7, ,0.01,1.63E-11,5.36289E+11,5.24E-48,14629894019,0.04895418, , , , 
8, ,0.01,1.74E-11,6.1617E+11,5.24E-48,19207442761,0.073842749, , , , 
9, ,0.01,1.87E-11,7.07949E+11,5.24E-48,25197383595,0.111301286, , , , 
10, ,0.01,2.00E-11,8.13399E+11,5.24E-48,33025648009,0.16761073, , , , 
11, ,0.01,2.15E-11,9.34556E+11,5.24E-48,43241792777,0.252142117, , , , 
12, ,0.01,2.30E-11,1.07E+12,5.24E-48,56552564859,0.378879036, , , , 
13, ,0.01,2.47E-11,1.23E+12,5.24E-48,73863488825,0.56856893, , , , 
14, ,0.01,2.64E-11,1.42E+12,5.24E-48,96329890608,0.851946257, , , , 
15, ,0.01,2.83E-11,1.63E+12,5.24E-48,1.25419E+11,1.274428372, , , , 
16, ,0.01,3.04E-11,1.87E+12,5.24E-48,1.62983E+11,1.90282175, , , , 
17, ,0.01,3.26E-11,2.15E+12,5.24E-48,2.11348E+11,2.834979577, , , , 
18, ,0.01,3.49E-11,2.47E+12,5.24E-48,2.73414E+11,4.213844599, , , , 
19, ,0.01,3.74E-11,2.84E+12,5.24E-48,3.52769E+11,6.246695795, , , , 
20, ,0.01,4.01E-11,3.26E+12,5.24E-48,4.53814E+11,9.232892447, , , , 
21, ,0.01,4.30E-11,3.75E+12,5.24E-48,5.81899E+11,13.60216136, , , , 
22, ,0.01,4.61E-11,4.30E+12,5.24E-48,7.43458E+11,19.96725104, , , , 
23, ,0.01,4.94E-11,4.95E+12,5.24E-48,9.46143E+11,29.19575113, , , , 
24, ,0.01,5.29E-11,5.68E+12,5.24E-48,1.20E+12,42.50744551, , , , 
25, ,0.01,5.67E-11,6.53E+12,5.24E-48,1.51E+12,61.6030116, , , , 
26, ,0.01,6.08E-11,7.50E+12,5.24E-48,1.90E+12,88.83582226, , , , 
27, ,0.01,6.52E-11,8.62E+12,5.24E-48,2.37E+12,127.4347109, , , , 
28, ,0.01,6.99E-11,9.90E+12,5.24E-48,2.94E+12,181.794537, , , , 
29, ,0.01,7.49E-11,1.14E+13,5.24E-48,3.63E+12,257.847834, , , , 
30, ,0.01,8.03E-11,1.31E+13,5.24E-48,4.46E+12,363.5469771, , , , 
31, ,0.01,8.60E-11,1.50E+13,5.24E-48,5.44E+12,509.4735683, , , , 
32, ,0.01,9.22E-11,1.73E+13,5.24E-48,6.59E+12,709.6299369, , , , 
33, ,0.01,9.88E-11,1.98E+13,5.24E-48,7.94E+12,982.4580022, , , , 
34, ,0.01,1.06E-10,2.28E+13,5.24E-48,9.51E+12,1352.155469, , , , 
35, ,0.01,1.14E-10,2.62E+13,5.24E-48,1.13E+13,1850.412142, , , , 
36, ,0.01,1.22E-10,3.01E+13,5.24E-48,1.34E+13,2518.67813, , , , 
37, ,0.01,1.30E-10,3.45E+13,5.24E-48,1.58E+13,3411.184026, , , , 
38, ,0.01,1.40E-10,3.97E+13,5.24E-48,1.86E+13,4598.945227, , , , 
39, ,0.01,1.50E-10,4.56E+13,5.24E-48,2.17E+13,6175.080752, , , , 
40, ,0.01,1.61E-10,5.24E+13,5.24E-48,2.53E+13,8261.91277, , , , 
41, ,0.01,1.72E-10,6.02E+13,5.24E-48,2.93E+13,11020.37926, , , , 
42, ,0.01,1.85E-10,6.92E+13,5.24E-48,3.40E+13,14662.54718, , , , 
43, ,0.01,1.98E-10,7.95E+13,5.24E-48,3.93E+13,19468.16164, , , , 
44, ,0.01,2.12E-10,9.13E+13,5.24E-48,4.53E+13,25806.56499, , , , 
45, ,0.01,2.27E-10,1.05E+14,5.24E-48,5.22E+13,34165.61054, , , , 
46, ,0.01,2.44E-10,1.21E+14,5.24E-48,6.01E+13,45189.85157, , , , 
47, ,0.01,2.61E-10,1.39E+14,5.24E-48,6.91E+13,59730.8372, , , , 
48, ,0.01,2.80E-10,1.59E+14,5.24E-48,7.95E+13,78913.53349, , , , 
49, ,0.01,3.00E-10,1.83E+14,5.24E-48,9.14E+13,104223.8141, , , , 
50, ,0.01,3.22E-10,2.10E+14,5.24E-48,1.05E+14,137623.8259, , , , 
51, ,0.01,3.45E-10,2.41E+14,5.24E-48,1.21E+14,181704.3967, , , , 
52, ,0.01,3.70E-10,2.77E+14,5.24E-48,1.39E+14,239885.9409, , , , 
53, ,0.01,3.96E-10,3.19E+14,5.24E-48,1.59E+14,316683.8075, , , , 
54, ,0.01,4.25E-10,3.66E+14,5.24E-48,1.83E+14,418058.5438, , , , 
55, ,0.01,4.55E-10,4.21E+14,5.24E-48,2.10E+14,551878.2864, , , , 
56, ,0.01,4.88E-10,4.83E+14,5.24E-48,2.42E+14,728529.2972, , , , 
57, ,0.01,5.23E-10,5.55E+14,5.24E-48,2.78E+14,961721.9745, , , , 
58, ,0.01,5.61E-10,6.38E+14,5.24E-48,3.19E+14,1269554.797, , , , 
59, ,0.01,6.01E-10,7.33E+14,5.24E-48,3.66E+14,1675918.842, , , , 
60, ,0.01,6.44E-10,8.42E+14,5.24E-48,4.21E+14,2212351.985, , , , 
61, ,0.01,6.91E-10,9.68E+14,5.24E-48,4.84E+14,2920486.284, , , , 
62, ,0.01,7.40E-10,1.11E+15,5.24E-48,5.56E+14,3855278.983, , , , 
63, ,0.01,7.93E-10,1.28E+15,5.24E-48,6.39E+14,5089277.016, , , , 
64, ,0.01,8.50E-10,1.47E+15,5.24E-48,7.34E+14,6718247.032, , , , 
65, ,0.01,9.12E-10,1.69E+15,5.24E-48,8.43E+14,8868606.244, , , , 
66, ,0.01,9.77E-10,1.94E+15,5.24E-48,9.69E+14,11707232.35, , , , 
67, ,0.01,1.05E-09,2.23E+15,5.24E-48,1.11E+15,15454411.97, , , , 
68, ,0.01,1.12E-09,2.56E+15,5.24E-48,1.28E+15,20400932.75, , , , 
69, ,0.01,1.20E-09,2.94E+15,5.24E-48,1.47E+15,26930644.69, , , , 
70, ,0.01,1.29E-09,3.38E+15,5.24E-48,1.69E+15,35550239.99, , , , 
71, ,0.01,1.38E-09,3.88E+15,5.24E-48,1.94E+15,46928561.77, , , , 
72, ,0.01,1.48E-09,4.46E+15,5.24E-48,2.23E+15,61948489.1, , , , 
73, ,0.01,1.59E-09,5.12E+15,5.24E-48,2.56E+15,81775417.63, , , , 
74, ,0.01,1.70E-09,5.88E+15,5.24E-48,2.94E+15,107947648.8, , , , 
75, ,0.01,1.83E-09,6.76E+15,5.24E-48,3.38E+15,142495690.6, , , , 
76, ,0.01,1.96E-09,7.77E+15,5.24E-48,3.88E+15,188099705.6, , , , 
77, ,0.01,2.10E-09,8.92E+15,5.24E-48,4.46E+15,248297316.1, , , , 
78, ,0.01,2.25E-09,1.03E+16,5.24E-48,5.13E+15,327757839.9, , , , 
79, ,0.01,2.41E-09,1.18E+16,5.24E-48,5.89E+15,432644196.2, , , , 
80, ,0.01,2.58E-09,1.35E+16,5.24E-48,6.77E+15,571090478, , , , 
81, ,0.01,2.77E-09,1.55E+16,5.24E-48,7.77E+15,753832121.6, , , , 
82, ,0.01,2.97E-09,1.79E+16,5.24E-48,8.93E+15,995037389.1, , , , 
83, ,0.01,3.18E-09,2.05E+16,5.24E-48,1.03E+16,1313404388, , , , 
84, ,0.01,3.41E-09,2.36E+16,5.24E-48,1.18E+16,1733608307, , , , 
85, ,0.01,3.65E-09,2.71E+16,5.24E-48,1.35E+16,2288210500, , , , 
86, ,0.01,3.92E-09,3.11E+16,5.24E-48,1.56E+16,3020176516, , , , 
87, ,0.01,4.20E-09,3.58E+16,5.24E-48,1.79E+16,3986196919, , , , 
88, ,0.01,4.50E-09,4.11E+16,5.24E-48,2.05E+16,5261066163, , , , 
89, ,0.01,4.82E-09,4.72E+16,5.24E-48,2.36E+16,6943455716, , , , 
90, ,0.01,5.17E-09,5.43E+16,5.24E-48,2.71E+16,9163523891, , , , 
91, ,0.01,5.54E-09,6.23E+16,5.24E-48,3.12E+16,12092944491, , , , 
92, ,0.01,5.94E-09,7.16E+16,5.24E-48,3.58E+16,15958119816, , , , 
93, ,0.01,6.37E-09,8.23E+16,5.24E-48,4.11E+16,21057583992, , , , 
94, ,0.01,6.83E-09,9.45E+16,5.24E-48,4.73E+16,27784917860, , , , 
95, ,0.01,7.32E-09,1.09E+17,5.24E-48,5.43E+16,36658909283, , , , 
96, ,0.01,7.84E-09,1.25E+17,5.24E-48,6.24E+16,48363232035, , , , 
97, ,0.01,8.41E-09,1.43E+17,5.24E-48,7.17E+16,63798620483, , , , 
98, ,0.01,9.01E-09,1.65E+17,5.24E-48,8.24E+16,84151434833, , , , 
99, ,0.01,9.66E-09,1.89E+17,5.24E-48,9.46E+16,1.10984E+11, , , , 
100, ,0.01,1.04E-08,2.17E+17,5.24E-48,1.09E+17,1.46351E+11, , , , 
101, ,0.01,1.11E-08,2.50E+17,5.24E-48,1.25E+17,1.92959E+11, , , , 
102, ,0.01,1.19E-08,2.87E+17,5.24E-48,1.44E+17,2.54362E+11, , , , 
103, ,0.01,1.28E-08,3.30E+17,5.24E-48,1.65E+17,3.35235E+11, , , , 
104, ,0.01,1.37E-08,3.79E+17,5.24E-48,1.90E+17,4.41714E+11, , , , 
105, ,0.01,1.46E-08,4.35E+17,5.24E-48,2.18E+17,5.81851E+11, , , , 
106, ,0.01,1.57E-08,5.00E+17,5.24E-48,2.50E+17,7.66202E+11, , , , 
107, ,0.01,1.68E-08,5.75E+17,5.24E-48,2.87E+17,1.01E+12, , , , 
108, ,0.01,1.80E-08,6.60E+17,5.24E-48,3.30E+17,1.33E+12, , , , 
109, ,0.01,1.93E-08,7.59E+17,5.24E-48,3.79E+17,1.75E+12, , , , 
110, ,0.01,2.07E-08,8.72E+17,5.24E-48,4.36E+17,2.29E+12, , , , 
111, ,0.01,2.22E-08,1.00E+18,5.24E-48,5.01E+17,3.01E+12, , , , 
112, ,0.01,2.38E-08,1.15E+18,5.24E-48,5.75E+17,3.96E+12, , , , 
113, ,0.01,2.55E-08,1.32E+18,5.24E-48,6.61E+17,5.19E+12, , , , 
114, ,0.01,2.74E-08,1.52E+18,5.24E-48,7.60E+17,6.80E+12, , , , 
115, ,0.01,2.93E-08,1.75E+18,5.24E-48,8.73E+17,8.90E+12, , , , 
116, ,0.01,3.14E-08,2.01E+18,5.24E-48,1.00E+18,1.16E+13, , , , 
117, ,0.01,3.37E-08,2.30E+18,5.24E-48,1.15E+18,1.52E+13, , , , 
118, ,0.01,3.61E-08,2.65E+18,5.24E-48,1.32E+18,1.98E+13, , , , 
119, ,0.01,3.87E-08,3.04E+18,5.24E-48,1.52E+18,2.57E+13, , , , 
120, ,0.01,4.15E-08,3.50E+18,5.24E-48,1.75E+18,3.34E+13, , , , 
121, ,0.01,4.45E-08,4.02E+18,5.24E-48,2.01E+18,4.32E+13, , , , 
122, ,0.01,4.77E-08,4.61E+18,5.24E-48,2.31E+18,5.57E+13, , , , 
123, ,0.01,5.11E-08,5.30E+18,5.24E-48,2.65E+18,7.17E+13, , , , 
124, ,0.01,5.48E-08,6.09E+18,5.24E-48,3.05E+18,9.18E+13, , , , 
125, ,0.01,5.87E-08,7.00E+18,5.24E-48,3.50E+18,1.17E+14, , , , 
126, ,0.01,6.29E-08,8.04E+18,5.24E-48,4.02E+18,1.49E+14, , , , 
127, ,0.01,6.75E-08,9.24E+18,5.24E-48,4.62E+18,1.87E+14, , , , 
128, ,0.01,7.23E-08,1.06E+19,5.24E-48,5.31E+18,2.35E+14, , , , 
129, ,0.01,7.75E-08,1.22E+19,5.24E-48,6.10E+18,2.92E+14, , , , 
130, ,0.01,8.31E-08,1.40E+19,5.24E-48,7.01E+18,3.59E+14, , , , 
131, ,0.01,8.91E-08,1.61E+19,5.24E-48,8.05E+18,4.38E+14, , , , 
132, ,0.01,9.55E-08,1.85E+19,5.24E-48,9.25E+18,5.28E+14, , , , 
133, ,0.01,1.02E-07,2.13E+19,5.24E-48,1.06E+19,6.28E+14, , , , 
134, ,0.01,1.10E-07,2.44E+19,5.24E-48,1.22E+19,7.35E+14, , , , 
135, ,0.01,1.18E-07,2.81E+19,5.24E-48,1.40E+19,8.45E+14, , , , 
136, ,0.01,1.26E-07,3.22E+19,5.24E-48,1.61E+19,9.51E+14, , , , 
137, ,0.01,1.35E-07,3.70E+19,5.24E-48,1.85E+19,1.05E+15, , , , 
138, ,0.01,1.45E-07,4.25E+19,5.24E-48,2.13E+19,1.12E+15, , , , 
139, ,0.01,1.55E-07,4.89E+19,5.24E-48,2.44E+19,1.16E+15, , , , 
140, ,0.01,1.66E-07,5.62E+19,5.24E-48,2.81E+19,1.16E+15, , , , 
141, ,0.01,1.78E-07,6.45E+19,5.24E-48,3.23E+19,1.12E+15, , , , 
142, ,0.01,1.91E-07,7.41E+19,5.24E-48,3.71E+19,1.02E+15, , , , 
143, ,0.01,2.05E-07,8.52E+19,5.24E-48,4.26E+19,8.87E+14, , , , 
144, ,0.01,2.20E-07,9.79E+19,5.24E-48,4.89E+19,7.22E+14, , , , 
145, ,0.01,2.35E-07,1.12E+20,5.24E-48,5.62E+19,5.48E+14, , , , 
146, ,0.01,2.52E-07,1.29E+20,5.24E-48,6.46E+19,3.82E+14, , , , 
147, ,0.01,2.70E-07,1.48E+20,5.24E-48,7.42E+19,2.43E+14, , , , 
148, ,0.01,2.90E-07,1.71E+20,5.24E-48,8.53E+19,1.38E+14, , , , 
149, ,0.01,3.11E-07,1.96E+20,5.24E-48,9.80E+19,6.94E+13, , , , 
150, ,0.01,3.33E-07,2.25E+20,5.24E-48,1.13E+20,3.02E+13, , , , 
151, ,0.01,3.57E-07,2.59E+20,5.24E-48,1.29E+20,1.11E+13, , , , 
152, ,0.01,3.83E-07,2.97E+20,5.24E-48,1.49E+20,3.39E+12, , , , 
153, ,0.01,4.10E-07,3.42E+20,5.24E-48,1.71E+20,8.32011E+11, , , , 
154, ,0.01,4.40E-07,3.92E+20,5.24E-48,1.96E+20,1.58682E+11, , , , 
155, ,0.01,4.71E-07,4.51E+20,5.24E-48,2.25E+20,22686867772, , , , 
156, ,0.01,5.05E-07,5.18E+20,5.24E-48,2.59E+20,2329334293, , , , 
157, ,0.01,5.42E-07,5.95E+20,5.24E-48,2.98E+20,163486065.2, , , , 
158, ,0.01,5.81E-07,6.84E+20,5.24E-48,3.42E+20,7411623.566, , , , 
159, ,0.01,6.22E-07,7.86E+20,5.24E-48,3.93E+20,203355.6911, , , , 
160, ,0.01,6.67E-07,9.03E+20,5.24E-48,4.51E+20,3133.466154, , , , 
161, ,0.01,7.15E-07,1.04E+21,5.24E-48,5.19E+20,24.8826194, , , , 
162, ,0.01,7.66E-07,1.19E+21,5.24E-48,5.96E+20,0.092254375, , , , 
163, ,0.01,8.21E-07,1.37E+21,5.24E-48,6.85E+20,0.00014257, , , , 
164, ,0.01,8.80E-07,1.57E+21,5.24E-48,7.87E+20,8.06E-08, , , , 
165, ,0.01,9.44E-07,1.81E+21,5.24E-48,9.04E+20,1.44E-11, , , , 
166, ,0.01,1.01E-06,2.08E+21,5.24E-48,1.04E+21,6.78E-16, , , , 
167, ,0.01,1.08E-06,2.39E+21,5.24E-48,1.19E+21,6.97E-21, , , , 
168, ,0.01,1.16E-06,2.74E+21,5.24E-48,1.37E+21,1.24E-26, , , , 
169, ,0.01,1.25E-06,3.15E+21,5.24E-48,1.57E+21,2.96E-33, , , , 
170, ,0.01,1.34E-06,3.62E+21,5.24E-48,1.81E+21,6.97E-41, , , , 
171, ,0.01,1.43E-06,4.16E+21,5.24E-48,2.08E+21,1.15E-49, , , , 
172, ,0.01,1.53E-06,4.78E+21,5.24E-48,2.39E+21,8.99E-60, , , , 
173, ,0.01,1.64E-06,5.49E+21,5.24E-48,2.74E+21,2.10E-71, , , , 
174, ,0.01,1.76E-06,6.31E+21,5.24E-48,3.15E+21,8.71E-85, , , , 
175, ,0.01,1.89E-06,7.25E+21,5.24E-48,3.62E+21,3.52E-100, , , , 
176, ,0.01,2.03E-06,8.32E+21,5.24E-48,4.16E+21,6.97E-118, , , , 
177, ,0.01,2.17E-06,9.56E+21,5.24E-48,4.78E+21,3.05E-138, , , , 
178, ,0.01,2.33E-06,1.10E+22,5.24E-48,5.49E+21,1.19E-161, , , , 
179, ,0.01,2.49E-06,1.26E+22,5.24E-48,6.31E+21,1.45E-188, , , , 
180, ,0.01,2.67E-06,1.45E+22,5.24E-48,7.25E+21,1.66E-219, , , , 
181, ,0.01,2.87E-06,1.67E+22,5.24E-48,8.33E+21,4.49E-255, , , , 
182, ,0.01,3.07E-06,1.91E+22,5.24E-48,9.57E+21,5.87E-296, , , , 
183, ,0.01,3.29E-06,2.20E+22,5.24E-48,1.10E+22,0, , , , 
184, ,0.01,3.53E-06,2.53E+22,5.24E-48,1.26E+22,0, , , , 
185, ,0.01,3.78E-06,2.90E+22,5.24E-48,1.45E+22,0, , , , 
186, ,0.01,4.06E-06,3.34E+22,5.24E-48,1.67E+22,0, , , , 
187, ,0.01,4.35E-06,3.83E+22,5.24E-48,1.92E+22,0, , , , 
188, ,0.01,4.66E-06,4.41E+22,5.24E-48,2.20E+22,0, , , , 
189, ,0.01,4.99E-06,5.06E+22,5.24E-48,2.53E+22,0, , , , 
190, ,0.01,5.35E-06,5.82E+22,5.24E-48,2.91E+22,0, , , , 
191, ,0.01,5.74E-06,6.68E+22,5.24E-48,3.34E+22,0, , , , 
192, ,0.01,6.15E-06,7.68E+22,5.24E-48,3.84E+22,0, , , , 
193, ,0.01,6.59E-06,8.82E+22,5.24E-48,4.41E+22,0, , , , 
194, ,0.01,7.07E-06,1.01E+23,5.24E-48,5.07E+22,0, , , , 
195, ,0.01,7.58E-06,1.16E+23,5.24E-48,5.82E+22,0, , , , 
196, ,0.01,8.12E-06,1.34E+23,5.24E-48,6.69E+22,0, , , , 
197, ,0.01,8.70E-06,1.54E+23,5.24E-48,7.69E+22,0, , , , 
198, ,0.01,9.33E-06,1.77E+23,5.24E-48,8.83E+22,0, , , , 
199, ,0.01,1.00E-05,2.03E+23,5.24E-48,1.01E+23,0, , , , 
200, ,0.010353218,1.00E-11,1.76599E+11,4.73E-48,1469001621,0.001993404, , , , 
201, ,0.010353218,1.07E-11,2.02903E+11,4.73E-48,1936002158,0.003018472, , , , 
202, ,0.010353218,1.15E-11,2.33126E+11,4.73E-48,2550840280,0.004569433, , , , 
203, ,0.010353218,1.23E-11,2.6785E+11,4.73E-48,3359998476,0.006915874, , , , 
204, ,0.010353218,1.32E-11,3.07746E+11,4.73E-48,4424412335,0.010462721, , , , 
205, ,0.010353218,1.41E-11,3.53586E+11,4.73E-48,5823882761,0.015822923, , , , 
206, ,0.010353218,1.52E-11,4.06253E+11,4.73E-48,7662794058,0.023920859, , , , 
207, ,0.010353218,1.63E-11,4.66764E+11,4.73E-48,10077503873,0.036144137, , , , 
208, ,0.010353218,1.74E-11,5.36289E+11,4.73E-48,13245863374,0.05458474, , , , 
209, ,0.010353218,1.87E-11,6.1617E+11,4.73E-48,17399436687,0.082381053, , , , 
210, ,0.010353218,2.00E-11,7.07949E+11,4.73E-48,22839118535,0.12424349, , , , 
211, ,0.010353218,2.15E-11,8.13399E+11,4.73E-48,29954997592,0.187226256, , , , 
212, ,0.010353218,2.30E-11,9.34556E+11,4.73E-48,39251477315,0.281873104, , , , 
213, ,0.010353218,2.47E-11,1.07E+12,4.73E-48,51378838685,0.42391969, , , , 
214, ,0.010353218,2.64E-11,1.23E+12,4.73E-48,67172597606,0.636784517, , , , 
215, ,0.010353218,2.83E-11,1.42E+12,4.73E-48,87702152571,0.955233459, , , , 
216, ,0.010353218,3.04E-11,1.63E+12,4.73E-48,1.1433E+11,1.430743832, , , , 
217, ,0.010353218,3.26E-11,1.87E+12,4.73E-48,1.48785E+11,2.139271495, , , , 
218, ,0.010353218,3.49E-11,2.15E+12,4.73E-48,1.93246E+11,3.192405706, , , , 
219, ,0.010353218,3.74E-11,2.47E+12,4.73E-48,2.50444E+11,4.753563428, , , , 
220, ,0.010353218,4.01E-11,2.84E+12,4.73E-48,3.23778E+11,7.060879908, , , , 
221, ,0.010353218,4.30E-11,3.26E+12,4.73E-48,4.17444E+11,10.45948082, , , , 
222, ,0.010353218,4.61E-11,3.75E+12,4.73E-48,5.36578E+11,15.44711045, , , , 
223, ,0.010353218,4.94E-11,4.30E+12,4.73E-48,6.87406E+11,22.73672523, , , , 
224, ,0.010353218,5.29E-11,4.95E+12,4.73E-48,8.77396E+11,33.34345789, , , , 
225, ,0.010353218,5.67E-11,5.68E+12,4.73E-48,1.12E+12,48.70199793, , , , 
226, ,0.010353218,6.08E-11,6.53E+12,4.73E-48,1.41E+12,70.825221, , , , 
227, ,0.010353218,6.52E-11,7.50E+12,4.73E-48,1.78E+12,102.5140445, , , , 
228, ,0.010353218,6.99E-11,8.62E+12,4.73E-48,2.23E+12,147.6354282, , , , 
229, ,0.010353218,7.49E-11,9.90E+12,4.73E-48,2.78E+12,211.4853706, , , , 
230, ,0.010353218,8.03E-11,1.14E+13,4.73E-48,3.45E+12,301.2545009, , , , 
231, ,0.010353218,8.60E-11,1.31E+13,4.73E-48,4.25E+12,426.6333373, , , , 
232, ,0.010353218,9.22E-11,1.50E+13,4.73E-48,5.20E+12,600.5845503, , , , 
233, ,0.010353218,9.88E-11,1.73E+13,4.73E-48,6.34E+12,840.3313455, , , , 
234, ,0.010353218,1.06E-10,1.98E+13,4.73E-48,7.67E+12,1168.633185, , , , 
235, ,0.010353218,1.14E-10,2.28E+13,4.73E-48,9.23E+12,1615.434816, , , , 
236, ,0.010353218,1.22E-10,2.62E+13,4.73E-48,1.10E+13,2220.000793, , , , 
237, ,0.010353218,1.30E-10,3.01E+13,4.73E-48,1.31E+13,3033.730307, , , , 
238, ,0.010353218,1.40E-10,3.45E+13,4.73E-48,1.55E+13,4123.853636, , , , 
239, ,0.010353218,1.50E-10,3.97E+13,4.73E-48,1.83E+13,5578.342679, , , , 
240, ,0.010353218,1.61E-10,4.56E+13,4.73E-48,2.14E+13,7512.43038, , , , 
241, ,0.010353218,1.72E-10,5.24E+13,4.73E-48,2.50E+13,10077.29115, , , , 
242, ,0.010353218,1.85E-10,6.02E+13,4.73E-48,2.91E+13,13471.5908, , , , 
243, ,0.010353218,1.98E-10,6.92E+13,4.73E-48,3.38E+13,17956.81652, , , , 
244, ,0.010353218,2.12E-10,7.95E+13,4.73E-48,3.91E+13,23877.63303, , , , 
245, ,0.010353218,2.27E-10,9.13E+13,4.73E-48,4.52E+13,31688.83131, , , , 
246, ,0.010353218,2.44E-10,1.05E+14,4.73E-48,5.21E+13,41990.9358, , , , 
247, ,0.010353218,2.61E-10,1.21E+14,4.73E-48,6.00E+13,55577.24583, , , , 
248, ,0.010353218,2.80E-10,1.39E+14,4.73E-48,6.91E+13,73495.85123, , , , 
249, ,0.010353218,3.00E-10,1.59E+14,4.73E-48,7.94E+13,97131.47673, , , , 
250, ,0.010353218,3.22E-10,1.83E+14,4.73E-48,9.13E+13,128313.2732, , , , 
251, ,0.010353218,3.45E-10,2.10E+14,4.73E-48,1.05E+14,169457.1529, , , , 
252, ,0.010353218,3.70E-10,2.41E+14,4.73E-48,1.21E+14,223753.3517, , , , 
253, ,0.010353218,3.96E-10,2.77E+14,4.73E-48,1.39E+14,295413.9554, , , , 
254, ,0.010353218,4.25E-10,3.19E+14,4.73E-48,1.59E+14,389999.7792, , , , 
255, ,0.010353218,4.55E-10,3.66E+14,4.73E-48,1.83E+14,514851.4778, , , , 
256, ,0.010353218,4.88E-10,4.21E+14,4.73E-48,2.10E+14,679659.2923, , , , 
257, ,0.010353218,5.23E-10,4.83E+14,4.73E-48,2.42E+14,897214.5356, , , , 
258, ,0.010353218,5.61E-10,5.55E+14,4.73E-48,2.78E+14,1184402.256, , , , 
259, ,0.010353218,6.01E-10,6.38E+14,4.73E-48,3.19E+14,1563511.593, , , , 
260, ,0.010353218,6.44E-10,7.33E+14,4.73E-48,3.66E+14,2063965.275, , , , 
261, ,0.010353218,6.91E-10,8.42E+14,4.73E-48,4.21E+14,2724603.068, , , , 
262, ,0.010353218,7.40E-10,9.68E+14,4.73E-48,4.84E+14,3596696.005, , , , 
263, ,0.010353218,7.93E-10,1.11E+15,4.73E-48,5.56E+14,4747924.698, , , , 
264, ,0.010353218,8.50E-10,1.28E+15,4.73E-48,6.39E+14,6267631.734, , , , 
265, ,0.010353218,9.12E-10,1.47E+15,4.73E-48,7.34E+14,8273754.274, , , , 
266, ,0.010353218,9.77E-10,1.69E+15,4.73E-48,8.43E+14,10921975.09, , , , 
267, ,0.010353218,1.05E-09,1.94E+15,4.73E-48,9.69E+14,14417803.16, , , , 
268, ,0.010353218,1.12E-09,2.23E+15,4.73E-48,1.11E+15,19032517.42, , , , 
269, ,0.010353218,1.20E-09,2.56E+15,4.73E-48,1.28E+15,25124215.37, , , , 
270, ,0.010353218,1.29E-09,2.94E+15,4.73E-48,1.47E+15,33165593.4, , , , 
271, ,0.010353218,1.38E-09,3.38E+15,4.73E-48,1.69E+15,43780617.97, , , , 
272, ,0.010353218,1.48E-09,3.88E+15,4.73E-48,1.94E+15,57792924.76, , , , 
273, ,0.010353218,1.59E-09,4.46E+15,4.73E-48,2.23E+15,76289705.17, , , , 
274, ,0.010353218,1.70E-09,5.12E+15,4.73E-48,2.56E+15,100706023.6, , , , 
275, ,0.010353218,1.83E-09,5.88E+15,4.73E-48,2.94E+15,132936105.3, , , , 
276, ,0.010353218,1.96E-09,6.76E+15,4.73E-48,3.38E+15,175480208.1, , , , 
277, ,0.010353218,2.10E-09,7.77E+15,4.73E-48,3.88E+15,231638463.8, , , , 
278, ,0.010353218,2.25E-09,8.92E+15,4.73E-48,4.46E+15,305766682.6, , , , 
279, ,0.010353218,2.41E-09,1.03E+16,4.73E-48,5.13E+15,403613924.9, , , , 
280, ,0.010353218,2.58E-09,1.18E+16,4.73E-48,5.89E+15,532767955.2, , , , 
281, ,0.010353218,2.77E-09,1.35E+16,4.73E-48,6.77E+15,703243006.2, , , , 
282, ,0.010353218,2.97E-09,1.55E+16,4.73E-48,7.77E+15,928255289, , , , 
283, ,0.010353218,3.18E-09,1.79E+16,4.73E-48,8.93E+15,1225246120, , , , 
284, ,0.010353218,3.41E-09,2.05E+16,4.73E-48,1.03E+16,1617231612, , , , 
285, ,0.010353218,3.65E-09,2.36E+16,4.73E-48,1.18E+16,2134582996, , , , 
286, ,0.010353218,3.92E-09,2.71E+16,4.73E-48,1.35E+16,2817374668, , , , 
287, ,0.010353218,4.20E-09,3.11E+16,4.73E-48,1.56E+16,3718480615, , , , 
288, ,0.010353218,4.50E-09,3.58E+16,4.73E-48,1.79E+16,4907657090, , , , 
289, ,0.010353218,4.82E-09,4.11E+16,4.73E-48,2.05E+16,6476924692, , , , 
290, ,0.010353218,5.17E-09,4.72E+16,4.73E-48,2.36E+16,8547662036, , , , 
291, ,0.010353218,5.54E-09,5.43E+16,4.73E-48,2.71E+16,11279952993, , , , 
